number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
259594,closed,Promote terminal auto approve to GA,Tyriar,"Fixes #259583

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-04 16:01:13+00:00,2025-09-18T23:25:20Z,2025-08-04T16:41:43Z,True,0,0,1,0,3,1,0,2025-08-04 16:41:43+00:00,35,359,False,True,False,False,False,False,1,0,0,3,0,3,1,1,,,,vscode
259593,closed,Move New Terminal menu items to own section,Tyriar,"Follows up on #259424
<img width=""704"" height=""696"" alt=""image"" src=""https://github.com/user-attachments/assets/8b321dd5-ad60-4be7-bcd1-128f3f198e58"" />
<img width=""928"" height=""892"" alt=""image"" src=""https://github.com/user-attachments/assets/102930fb-2243-490c-96c2-5f42ab50be5c"" />
",2025-08-04 15:58:01+00:00,2025-09-18T23:25:20Z,2025-08-04T16:41:19Z,True,0,0,1,2,2,1,0,2025-08-04 16:41:19+00:00,43,284,False,False,False,False,False,False,1,0,0,4,2,2,1,1,,,,vscode
259588,closed,Fix : MCP resource validation by normalizing trailing slashes in URLs,hihry,"fix : #259495

This PR fixes an issue where MCP resource URL validation could fail due to differences in trailing slashes (e.g., https://example.com/ vs https://example.com).
The comparison now normalizes URLs before checking equality, preventing false mismatches.
",2025-08-04 15:41:08+00:00,2025-09-19T23:25:19Z,,False,3,0,9,24,2,3,3,2025-08-05 18:54:52+00:00,69,265,False,True,False,False,False,False,3,3,1449,3639,2539,1100,2,9,2.0,3.0,2025-08-04T21:57:19Z,vscode
259575,closed,Add new in new window to Terminal menu,Tyriar,"Fixes #259571

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-04 14:47:55+00:00,2025-09-18T23:25:20Z,2025-08-04T15:02:53Z,True,0,0,1,13,0,1,0,2025-08-04 15:02:53+00:00,38,359,False,True,False,False,False,False,1,0,0,13,13,0,1,1,,,,vscode
259572,closed,fix: update capitalization for 'Restore to Last Checkpoint' hover text,hihry,"#259566 

This PR updates the hover text for the Restore to Last Checkpoint action to follow the project's capitalization guidelines. Specifically, it ensures that all major words are capitalized, except for short words like ""to"", in line with the style rules.

Changes

Updated hover label from Restore to last checkpoint → Restore to Last Checkpoint.

Rationale
The existing hover text did not follow the UI capitalization conventions used in the project. This change improves consistency and adheres to the design and style guidelines.

Before
Restore to last checkpoint

After
Restore to Last Checkpoint",2025-08-04 14:23:04+00:00,2025-09-20T23:25:13Z,2025-08-06T18:59:46Z,True,0,0,4,1,1,1,0,2025-08-06 18:59:46+00:00,70,607,False,True,False,False,True,False,1,1,7,3604,2516,1088,2,4,1.0,1.0,2025-08-06T18:23:15Z,vscode
259560,closed,Fixes https://github.com/microsoft/vscode/issues/248826,hediet,Fixes https://github.com/microsoft/vscode/issues/248826,2025-08-04 13:29:23+00:00,2025-09-18T23:25:21Z,2025-08-04T13:49:20Z,True,0,0,1,3,1,1,0,2025-08-04 13:49:20+00:00,55,55,False,True,False,False,False,False,1,0,0,4,3,1,1,1,,,,vscode
259559,closed,Ensure auto approve runs on rewritten command,Tyriar,"Fixes #259549

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-04 13:29:21+00:00,2025-09-18T23:25:21Z,2025-08-04T21:07:15Z,True,0,0,1,9,8,1,0,2025-08-04 21:07:15+00:00,45,359,False,True,False,False,False,False,1,0,0,17,9,8,1,1,,,,vscode
259558,closed,Ensure auto approve runs on rewritten command,Tyriar,"Fixes #259549

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-04 13:28:10+00:00,2025-09-18T23:25:21Z,2025-08-04T13:48:53Z,True,0,0,1,9,8,1,0,2025-08-04 13:48:53+00:00,45,359,False,True,False,False,False,False,1,0,0,17,9,8,1,1,,,,vscode
259557,closed,Fixes reportIfInvalid,hediet,,2025-08-04 13:20:41+00:00,2025-09-18T23:25:21Z,2025-08-04T13:32:59Z,True,0,0,1,5,1,1,0,2025-08-04 13:32:59+00:00,21,0,False,True,False,False,False,False,1,0,0,6,5,1,1,1,,,,vscode
259548,open,fix: hover focus border cutting at the corners,abhijit-chikane,"Fixes #259544 

Before:
<img width=""409"" height=""86"" alt=""image"" src=""https://github.com/user-attachments/assets/0b153c12-3b08-4506-b087-09369a8871ec"" />


After:
<img width=""434"" height=""124"" alt=""image"" src=""https://github.com/user-attachments/assets/48be87fa-86fb-4ce5-86b9-e955d42cdf16"" />


Didn't get chance to check impact at all the places but anyways the property that was there was invalid so...

@aiday-mar ",2025-08-04 12:47:56+00:00,2025-08-04T13:18:01Z,,False,0,0,1,1,1,1,0,,46,418,False,True,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
259547,closed,Fixes https://github.com/microsoft/vscode-internalbacklog/issues/5705,hediet,Fixes https://github.com/microsoft/vscode-internalbacklog/issues/5705,2025-08-04 12:42:27+00:00,2025-09-18T23:25:21Z,2025-08-04T12:59:45Z,True,0,0,1,11,4,3,0,2025-08-04 12:59:45+00:00,69,69,False,True,False,False,False,False,3,0,0,15,11,4,1,1,,,,vscode
259527,closed,Adjust button padding in dialog and settings widgets,mrleemurray,"Modify button padding for improved layout in dialog and settings components. This aligns button heights to 28px.

This addresses #251008 & #250995.",2025-08-04 11:33:15+00:00,2025-09-18T23:25:21Z,2025-08-04T11:44:47Z,True,0,0,1,2,2,2,0,2025-08-04 11:44:47+00:00,52,147,False,False,False,False,True,False,2,0,0,4,2,2,1,1,,,,vscode
259523,closed,Open multi diff editor with resource and range revealing support,benibenj,"Allows revealing a file when opening the multi diff editor using the command.

related https://github.com/microsoft/vscode/issues/259508",2025-08-04 11:13:22+00:00,2025-09-18T23:25:21Z,2025-08-04T11:47:01Z,True,0,0,1,30,2,1,0,2025-08-04 11:47:01+00:00,64,136,False,False,False,False,False,False,1,0,0,32,30,2,1,1,,,,vscode
259518,closed,Fixes https://github.com/microsoft/vscode/issues/259517,hediet,Fixes https://github.com/microsoft/vscode/issues/259517,2025-08-04 10:48:42+00:00,2025-09-20T23:25:13Z,2025-08-05T23:36:20Z,True,0,0,1,4,1,1,0,2025-08-05 23:36:20+00:00,55,55,False,True,False,False,False,False,1,0,0,5,4,1,1,1,,,,vscode
259513,closed,fix: position terminal icon picker dynamically based on trigger source,sanchitkhthpalia,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines: https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

This PR fixes the placement issue with the terminal icon picker widget, as discussed in #211083.

✅ **Changes made:**
- Updated `TerminalIconPicker` so it now accepts a `source` parameter (`'commandPalette'` or `'terminalTab'`).
- The picker is now dynamically positioned:
  - **When triggered via the command palette**: appears centered below the command center.
  - **When triggered via the terminal tab**: appears near the terminal tab area.
- Adjusted `TerminalInstance.changeIcon` to call the picker with the correct source.

📌 **Why:**
Previously, the icon picker always appeared near the top center, which could look odd or be partially hidden.
This makes the UX more intuitive by placing the picker close to where it was triggered.

✅ **How to test:**
- Trigger the terminal icon picker via the terminal tab ➜ it should appear near the tab area.
- Trigger via the command palette ➜ it should appear centered below the command center.

---

**Fixes:** #211083  
✔️ Allows edits by maintainers
",2025-08-04 10:13:45+00:00,2025-09-18T23:25:21Z,,False,1,1,2,18,4,2,2,2025-08-04 12:31:33+00:00,70,1343,False,True,False,False,False,False,2,1,38,76,53,23,1,2,1.0,1.0,2025-08-04T10:15:24Z,vscode
259512,closed,Prevent showing indentation changes in word replacement view,benibenj,https://github.com/microsoft/vscode-copilot-issues/issues/99,2025-08-04 10:11:57+00:00,2025-09-18T23:25:21Z,2025-08-04T10:23:49Z,True,0,0,1,11,6,1,0,2025-08-04 10:23:49+00:00,60,60,False,False,False,False,False,False,1,0,0,17,11,6,1,1,,,,vscode
259510,closed,Don't allow variable line heights in comment editor,alexr00,Part of #248794,2025-08-04 09:43:04+00:00,2025-09-18T23:25:21Z,2025-08-04T10:14:21Z,True,0,0,1,1,0,1,0,2025-08-04 10:14:21+00:00,51,15,False,False,False,False,False,False,1,0,0,1,1,0,1,1,,,,vscode
259501,closed,Adds doc comments to IStatusbarEntry.content,hediet,,2025-08-04 08:57:49+00:00,2025-09-21T23:25:16Z,2025-08-07T13:14:58Z,True,0,0,1,4,0,1,0,2025-08-07 13:14:58+00:00,44,0,False,False,False,True,False,False,1,2,233,4,4,0,1,1,1.0,2.0,2025-08-04T09:01:09Z,vscode
259493,closed,Add missing tooltip for AI stats settings icon,benibenj,"```Copilot Generated Description:``` Introduce a tooltip for the AI stats settings icon.

cc: @hediet ",2025-08-04 07:58:02+00:00,2025-09-18T23:25:21Z,2025-08-04T08:44:17Z,True,0,0,1,4,3,1,0,2025-08-04 08:44:17+00:00,46,102,False,False,False,False,False,False,1,0,0,7,4,3,1,1,,,,vscode
259487,closed,remove previous requests edits from exp,justschen,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

fix https://github.com/microsoft/vscode/issues/259485",2025-08-04 07:30:54+00:00,2025-09-18T23:25:21Z,2025-08-04T20:53:47Z,True,0,0,1,0,4,1,0,2025-08-04 20:53:47+00:00,39,398,False,True,False,False,False,False,1,0,0,4,0,4,1,1,,,,vscode
259484,closed,remove exp from chat edits,justschen,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-04 07:23:47+00:00,2025-09-18T23:25:21Z,2025-08-04T08:14:53Z,True,1,0,1,0,4,1,1,2025-08-04 08:14:53+00:00,26,344,False,False,False,False,False,False,1,0,0,4,0,4,1,1,,,,vscode
259460,closed,Update runInTerminalTool to avoid using state when recommending other tools,DonJayamanne,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
Fixes https://github.com/microsoft/vscode/issues/255889#issuecomment-3110224616",2025-08-04 01:20:53+00:00,2025-09-19T23:25:19Z,2025-08-05T11:44:04Z,True,0,0,1,20,23,3,0,2025-08-05 11:44:04+00:00,75,423,False,True,False,False,False,False,3,0,0,43,20,23,1,1,,,,vscode
259449,closed,Clean up telemetry code a bit more in ChatService,roblourens,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-03 21:54:38+00:00,2025-09-18T23:25:21Z,2025-08-04T21:16:21Z,True,0,0,3,188,153,2,0,2025-08-04 21:16:21+00:00,49,344,False,False,False,False,False,False,2,0,0,1759,1131,628,1,3,,,,vscode
259442,closed,fix: register WorkerTextModelSyncClient,alexkozy,"It is disposable object which might run timer until it is disposed.

Drive-by: removed await for non async call.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-03 19:48:30+00:00,2025-08-11T13:54:05Z,2025-08-11T13:54:05Z,True,0,0,1,4,4,2,0,2025-08-11 13:54:05+00:00,39,458,False,True,False,False,False,False,2,0,0,8,4,4,1,1,,,,vscode
259424,closed,Add new terminal to tab well and empty editor menus,Tyriar,"This increases discoverability of terminal editors and by extension terminals in aux windows.

Fixes #259002

FYI @bpasero 

<img width=""856"" height=""884"" alt=""image"" src=""https://github.com/user-attachments/assets/937f22a5-01ba-47a5-955f-e7f96a2be8c7"" />
<img width=""1590"" height=""390"" alt=""image"" src=""https://github.com/user-attachments/assets/2b217040-626d-44f7-9ea9-ab8b57f5e746"" />
",2025-08-03 14:10:47+00:00,2025-09-18T23:25:21Z,2025-08-04T00:38:24Z,True,3,0,1,20,0,1,3,2025-08-04 00:38:24+00:00,51,388,False,True,False,False,False,False,1,3,471,20,20,0,1,1,2.0,3.0,2025-08-03T14:13:52Z,vscode
259422,closed,"Add new terminal window to + menu, create 'new' section ",Tyriar,"<img width=""744"" height=""1038"" alt=""image"" src=""https://github.com/user-attachments/assets/35d5ba44-1140-4ec5-82d9-d6337ca04f33"" />

Fixes #259417

Merge first:

- https://github.com/microsoft/vscode/issues/259000",2025-08-03 14:01:17+00:00,2025-09-18T23:25:21Z,2025-08-04T17:04:24Z,True,0,0,4,43,31,5,0,2025-08-04 17:04:24+00:00,56,213,False,True,False,False,False,False,5,0,0,568,402,166,1,4,,,,vscode
259414,closed,Don't refresh cached globals automatically ,Tyriar,"It turns out that on Windows the `exec` calls can end up blocking the exthost for over a second:

<img width=""979"" height=""475"" alt=""image"" src=""https://github.com/user-attachments/assets/4a7737f5-a652-449c-b623-ff3d508082cc"" />

This is likely due to Windows Defender, but adding node to exclusions didn't seem to help. Because of this, plus we shouldn't be launching processes so often, the caching now must be explicitly cleared in order to get the latest. This is just a limitation we'll have to include in the documentation (https://github.com/microsoft/vscode-docs/issues/8700).

Fixes https://github.com/microsoft/vscode/issues/259343
Fixes https://github.com/microsoft/vscode/issues/256746

Merge first:

- https://github.com/microsoft/vscode/pull/259347
- https://github.com/microsoft/vscode/pull/259350

Before (after reload, ext host initialized):

![Recording 2025-08-03 at 05 18 39](https://github.com/user-attachments/assets/ad79c813-02da-4fae-b205-393e6ea0f5b9)

After (after reload, ext host initialized):

![Recording 2025-08-03 at 05 17 23 (1)](https://github.com/user-attachments/assets/9769f1c7-0c0a-4678-b8d3-a026bb1d2589)
",2025-08-03 12:16:05+00:00,2025-09-18T23:25:21Z,2025-08-04T05:51:12Z,True,0,0,2,22,7,3,0,2025-08-04 05:51:13+00:00,43,1144,False,True,False,True,False,False,3,0,0,353,281,72,1,2,,,,vscode
259370,closed,"Add the ability to clear a ChatResponseStream, passing in a reason which results in a warning being displayed (#257271)",roblourens,Port https://github.com/microsoft/vscode/pull/257271 to main,2025-08-02 21:20:31+00:00,2025-09-18T23:25:32Z,2025-08-04T00:37:35Z,True,0,0,1,77,5,7,0,2025-08-04 00:37:35+00:00,119,60,False,False,False,False,False,False,7,0,0,82,77,5,1,1,,,,vscode
259368,closed,Create Vscode,vjshamim7-bit,"For development

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-02 21:00:52+00:00,2025-09-18T23:25:32Z,,False,3,0,10000,1413186,392791,8339,3,2025-08-04 19:51:03+00:00,13,361,False,False,False,False,False,False,8339,5,482,2779,2281,498,13,29,2.0,5.0,2025-08-02T23:39:50Z,vscode
259352,closed,Use app.dock.hide when connecting to an existing instance,JBlitzar,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->


As discussed in https://github.com/microsoft/vscode/issues/258824#issuecomment-3146091562

(and previously https://github.com/microsoft/vscode/pull/131213#issuecomment-912251877)

Calls app.dock.hide() after another running instance is detected. 

@deepak1556",2025-08-02 16:34:49+00:00,2025-09-19T23:25:19Z,,False,3,0,3,10,0,1,3,2025-08-05 18:48:53+00:00,57,605,False,False,False,True,False,False,1,3,919,18,14,4,1,3,2.0,3.0,2025-08-04T03:41:56Z,vscode
259350,closed,Prevent duplicate getExecutablesInPath calls in parallel ,Tyriar,"Fixes https://github.com/microsoft/vscode/issues/259339

Merge first:

- https://github.com/microsoft/vscode/pull/259340
- https://github.com/microsoft/vscode/pull/259347",2025-08-02 16:04:30+00:00,2025-09-18T23:25:32Z,2025-08-04T04:09:36Z,True,0,0,3,36,4,1,0,2025-08-04 04:09:36+00:00,57,170,False,True,False,False,False,False,1,0,0,393,310,83,1,3,,,,vscode
259349,closed,fix: tiny memory leak in debugToolBar.ts,alexkozy,"`dispose(IDisposable[])` call disposes every element of the array but does not clear the array itself - but it returns an empty array. As a result `debugViewTitleItems` array accumulates all items and keep references to them forever.

There are two potential solutions:
- `debugViewTitleItems = dispose(debugViewTitleItems)`
- use DisposableStore

This commit implements the second one.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-02 16:03:21+00:00,2025-09-18T23:25:32Z,2025-08-04T20:17:11Z,True,3,1,2,5,5,1,4,2025-08-04 20:17:11+00:00,40,732,False,True,False,False,False,False,1,4,215,1032,724,308,2,2,2.0,4.0,2025-08-02T16:03:40Z,vscode
259347,closed,Only refresh cached path results for changes dirs ,Tyriar,"Fixes https://github.com/microsoft/vscode/issues/259342

Merge first:

- https://github.com/microsoft/vscode/pull/259340",2025-08-02 15:52:56+00:00,2025-09-17T23:25:45Z,2025-08-03T21:57:34Z,True,0,0,3,53,33,3,0,2025-08-03 21:57:34+00:00,50,120,False,True,False,False,False,False,3,0,0,255,176,79,1,3,,,,vscode
259340,closed,Add performance logging and improve performance in terminal suggest,Tyriar,"Fixes #258512

gifs don't do the best job of change, but the difference is huge. They show when the globals cache hits.

Before (~200-500ms):

![Recording 2025-08-02 at 08 15 55](https://github.com/user-attachments/assets/7f791c5b-2b1a-4ed6-8877-d5d34f911084)


After (~30-100ms):

![Recording 2025-08-02 at 08 14 55](https://github.com/user-attachments/assets/c7124d46-b75c-4ee1-9019-bd52453f63a4)

There are more improvements that can be made around the globals, but the part after the globals is pretty well optimized now:

- https://github.com/microsoft/vscode/issues/259343
- https://github.com/microsoft/vscode/issues/259342
- https://github.com/microsoft/vscode/issues/259339",2025-08-02 13:59:09+00:00,2025-09-16T23:24:33Z,2025-08-02T21:43:42Z,True,9,0,7,99,56,6,9,2025-08-02 21:43:42+00:00,67,682,False,True,False,False,True,False,6,9,6915,155,99,56,1,7,1.0,9.0,2025-08-02T14:08:05Z,vscode
259333,closed,Restore alt+left/right keybinding to switch terminal pane,Tyriar,"This was caused due to the new approach for mapping alt+arrow to ctrl using VS Code keybindings, rather than being built into xterm.js. This unfortunately meant it regressed behavior for navigating terminal panes using alt+left/right (or up/down) which is a long established keybinding. The fix was a decent size, here's what it includes:

- Changing the weight so the pane nav keybindings win out
- Adding a when clause to the pane nav keybindings so they're disabled unless you're in a split pane
- Adding a new context key since the existing one that sounds correct is specific to the _focused_ tab and is primarily there to drive the tab context menu

Fixes #259326

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-02 12:30:20+00:00,2025-09-18T23:25:33Z,2025-08-04T21:08:40Z,True,0,0,1,25,14,6,0,2025-08-04 21:08:40+00:00,57,1015,False,True,False,False,False,False,6,0,0,39,25,14,1,1,,,,vscode
259332,closed,Restore alt+left/right keybinding to switch terminal pane,Tyriar,"This was caused due to the new approach for mapping alt+arrow to ctrl using VS Code keybindings, rather than being built into xterm.js. This unfortunately meant it regressed behavior for navigating terminal panes using alt+left/right (or up/down) which is a long established keybinding. The fix was a decent size, here's what it includes:

- Changing the weight so the pane nav keybindings win out
- Adding a when clause to the pane nav keybindings so they're disabled unless you're in a split pane
- Adding a new context key since the existing one that sounds correct is specific to the _focused_ tab and is primarily there to drive the tab context menu

Fixes #259326

---

Verified:

- Right click context menu features the Unsplit action correctly for split pane terminals, but not in regular ones
- Alt+left/right navigates words in the shell when a single terminal is opened
- Alt+left/right navigates panes when a split terminal pane is active
- Alt+up/down navigates panes immediately after moving the panel to the side bar",2025-08-02 12:28:29+00:00,2025-09-17T23:25:45Z,2025-08-03T01:57:24Z,True,0,0,1,25,14,6,0,2025-08-03 01:57:24+00:00,57,1031,False,True,True,False,False,False,6,0,0,39,25,14,1,1,,,,vscode
259330,closed,Async iterable migration,hihry,"### Summary

Fixes #256854
This PR refactors code to replace all usages of `AsyncIterableObject` with `AsyncIterableProducer` to align with the updated async iteration API in VS Code.

### Changes
- Updated method signatures and return types to use `AsyncIterableProducer`.
- Migrated relevant `AsyncIterableObject` instantiations to `AsyncIterableProducer`.
- Adjusted import statements accordingly.
- Verified that behavior remains consistent after migration.

### Rationale
`AsyncIterableProducer` is now the preferred class for async iteration in VS Code. This migration helps improve memory efficiency and reduces the risk of potential memory leaks in async iteration scenarios.
",2025-08-02 12:11:42+00:00,2025-09-18T23:25:32Z,,False,3,0,3,42,41,8,3,2025-08-04 07:31:55+00:00,24,684,False,True,False,False,True,True,8,3,482,83,42,41,1,3,2.0,3.0,2025-08-02T12:14:31Z,vscode
259294,closed,fix truncated text in dialog hover,chilupa,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
PR for this issue - https://github.com/microsoft/vscode/issues/250424",2025-08-02 03:56:44+00:00,2025-09-18T23:25:32Z,,False,0,0,1,3,4,1,0,2025-08-04 13:26:02+00:00,34,413,False,True,False,False,False,False,1,0,0,7,3,4,1,1,,,,vscode
259287,closed,use github uploader instead of sending base64 string,justschen,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

fix https://github.com/microsoft/vscode-copilot-release/issues/9371

uses github uploader instead of raw base64 string.


",2025-08-02 00:09:16+00:00,2025-08-13T19:22:18Z,,False,2,15,13,259,85,19,17,2025-08-13 19:22:18+00:00,52,467,False,True,False,False,False,False,19,1,31,5150,3423,1727,3,13,1.0,1.0,2025-08-05T22:25:57Z,vscode
259283,closed,"Add the ability to clear a ChatResponseStream, passing in a reason which results in a warning being displayed",roblourens,"Recreate https://github.com/microsoft/vscode/pull/257271 because CI is not being helpful

#257434",2025-08-01 23:42:24+00:00,2025-09-16T23:24:33Z,,False,0,0,3,77,5,7,0,2025-08-02 00:56:57+00:00,109,97,False,False,False,False,False,False,7,0,0,150,111,39,1,3,,,,vscode
259280,closed,fix: customize postinst by architecture,rzhao271,"Fixes #258886

Verification build: https://dev.azure.com/monacotools/Monaco/_build/results?buildId=351083&view=results",2025-08-01 22:46:01+00:00,2025-09-18T23:25:32Z,2025-08-04T17:03:55Z,True,0,0,3,3,2,2,0,2025-08-04 17:03:55+00:00,39,118,False,True,False,False,False,False,2,0,0,901,649,252,1,3,,,,vscode
259273,closed,api: generalize ToolResultAudience->LanguageModelTextPart,connor4312,"- Generalize as these parts are used in chat responses as well as tool
  results.
- Add a new 'extension' type for internal-only use (we can use this to transfer response IDs over BYOK)

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-01 21:16:27+00:00,2025-09-18T23:25:32Z,2025-08-04T09:25:47Z,True,0,0,1,33,19,5,0,2025-08-04 09:25:47+00:00,57,531,False,False,False,False,False,False,5,0,0,52,33,19,1,1,,,,vscode
259267,closed,align w release branch,meganrogge,"tweaked a candidate PR, thus aligning here
",2025-08-01 19:35:42+00:00,2025-09-15T23:24:58Z,2025-08-01T19:47:55Z,True,0,0,1,2,1,1,0,2025-08-01 19:47:55+00:00,22,43,False,False,False,False,False,False,1,0,0,3,2,1,1,1,,,,vscode
259264,closed,Improve waiting for session contributions,joshspicer,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

ref https://github.com/microsoft/vscode/issues/259125",2025-08-01 18:54:16+00:00,2025-09-18T23:25:32Z,,False,1,0,3,40,59,5,1,2025-08-04 18:46:54+00:00,41,398,False,False,False,False,True,False,5,1,521,99,40,59,1,3,1.0,1.0,2025-08-02T00:13:37Z,vscode
259258,closed,Bump distro,lramos15,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-01 18:30:46+00:00,2025-09-15T23:24:59Z,2025-08-01T18:54:25Z,True,0,0,1,1,1,1,0,2025-08-01 18:54:25+00:00,11,344,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
259248,closed,fix: settings link formatting,rzhao271,,2025-08-01 17:44:11+00:00,2025-09-15T23:24:59Z,,False,0,1,2,1,1,1,1,2025-08-01 21:29:38+00:00,29,0,False,True,False,False,False,False,1,0,0,4,2,2,1,2,,,,vscode
259245,closed,💄 Todo list tool messages,digitarald,Past tense and more detailed based on the changes,2025-08-01 17:17:07+00:00,2025-09-15T23:24:59Z,2025-08-01T18:16:36Z,True,0,0,1,50,8,1,0,2025-08-01 18:16:36+00:00,25,49,False,False,False,False,False,False,1,0,0,58,50,8,1,1,,,,vscode
259238,closed,add backticks vs single quotes around task labels for result messages,meganrogge,"fixes https://github.com/microsoft/vscode/issues/259234

Used Copilot for this and didn't review thoroughly enough 🫠 ",2025-08-01 16:23:41+00:00,2025-09-15T23:24:59Z,2025-08-01T18:18:21Z,True,0,0,1,7,7,3,0,2025-08-01 18:18:21+00:00,69,117,False,True,False,False,False,False,3,0,0,14,7,7,1,1,,,,vscode
