pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,additions,deletions,changed_files,commits,comments,review_comments,file_types_count,directories_count,total_changes,first_review_at,time_to_close_days,response_time_days,review_count,approval_count,change_request_count,reviewer_count,test_files_count,test_changes,doc_files_count,config_files_count,title_length,description_length,has_description,label_count,milestone,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,assignees_count,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_changed,files_added,files_deleted,files_changed,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
264017,adopt to latest mcp spec,closed,True,2025-08-29 14:45:57,2025-08-29 15:06:10,2025-08-29 15:06:11,sandy081,0.0,393,351,15,2,1,0,1.0,5.0,2677,2025-08-29 14:52:53,0.01403935185185185,0.004814814814814815,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,24,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,5.0,,,393,351,149.0,139.0,71.0,0.0,0.0,15,2677,15.0,0.0,1.0,5,0
264020,fix terminal hang for `basic` and `none` SI strategies,closed,True,2025-08-29 14:58:46,2025-08-29 23:11:05,2025-08-29 23:11:06,meganrogge,0.0,38,5,4,8,0,11,1.0,3.0,1961,,0.3418865740740741,,10.0,1.0,0.0,1.472222222222222,2.0,,0.0,0.0,54,195,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,3.0,,,38,5,20.0,9.0,13.0,0.0,0.0,4,1961,4.0,0.0,6.0,9,6
264021,prompt file: tool completions,closed,True,2025-08-29 15:06:42,2025-08-29 15:24:35,2025-08-31 10:39:47,aeschli,0.0,172,348,3,2,0,0,1.0,2.0,604,,0.01241898148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,29,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,172,348,6.0,6.0,4.0,1.0,1.0,3,604,1.0,0.0,0.0,4,49
264024,do not support mcp registry policies in stable,closed,True,2025-08-29 15:20:10,2025-08-29 15:32:48,2025-08-29 15:32:49,sandy081,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.008773148148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,46,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,8,0
264029,Allows monaco-editor createWorker to accept esmModuleLocation to avoid origin issues and forward localization strings correctly.,closed,False,2025-08-29 15:30:09,2025-09-02 15:06:35,2025-09-02 15:06:35,hediet,0.0,8,5,5,4,0,1,2.0,4.0,17,,3.983634259259259,,1.0,0.0,1.0,1.472222222222222,0.0,,0.0,1.0,128,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,8,5,10.0,10.0,5.0,0.0,0.0,5,17,5.0,0.0,0.0,15,0
264032,Extract more types for reuse,closed,True,2025-08-29 15:51:54,2025-08-29 16:07:09,2025-08-29 16:07:11,alexdima,0.0,287,259,22,2,0,0,2.0,15.0,1812,,0.01059027777777778,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,28,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,15.0,,,287,259,53.0,47.0,34.0,1.0,0.0,22,1812,21.0,0.0,1.0,5,49
264037,Add delegate button to secondary menu,closed,True,2025-08-29 16:17:51,2025-08-29 20:47:20,2025-08-29 20:47:22,joshspicer,0.0,14,7,1,1,0,0,1.0,1.0,21,,0.1871412037037037,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,37,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,14,7,2.0,2.0,1.0,0.0,0.0,1,21,1.0,0.0,0.0,6,49
264041,Typo in telemetry,closed,True,2025-08-29 16:39:00,2025-08-29 16:50:46,2025-08-29 16:50:47,TylerLeonhardt,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.008171296296296296,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,17,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,3,49
264043,Avoid extra HTML re-parse when rendering markdown,closed,True,2025-08-29 16:46:50,2025-09-05 20:51:48,2025-09-05 20:51:48,mjbvz,0.0,21,8,2,2,2,2,1.0,2.0,29,,7.170115740740741,,3.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,49,341,True,0.0,September 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,21,8,7.0,5.0,6.0,0.0,0.0,2,29,2.0,0.0,8.0,7,42
264044,Fix event leak in release notes,closed,True,2025-08-29 16:50:38,2025-08-29 18:21:25,2025-08-29 18:21:25,mjbvz,0.0,3,2,1,1,1,0,1.0,1.0,5,,0.06304398148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,31,344,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,3,2,2.0,2.0,1.0,0.0,0.0,1,5,1.0,0.0,8.0,6,49
264045,Return trusted type from renderMarkdownDocument,closed,True,2025-08-29 16:51:57,2025-09-05 20:52:17,2025-09-05 20:52:18,mjbvz,0.0,7,6,5,1,1,0,1.0,5.0,13,,7.166898148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,47,344,True,0.0,September 2025,1.0,,,,unknown,,1.0,False,False,False,False,True,False,5.0,,,7,6,12.0,11.0,7.0,0.0,0.0,5,13,5.0,0.0,8.0,5,49
264047,"Revert ""fix: confirm response based on promise (#263894)""",closed,True,2025-08-29 17:13:17,2025-08-29 21:25:11,2025-08-29 21:25:11,rwoll,0.0,6,3,1,1,3,0,1.0,1.0,9,2025-08-29 18:09:57,0.1749305555555556,0.03935185185185185,2.0,2.0,0.0,1.0,0.0,,0.0,0.0,57,232,True,1.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,6,3,6.0,4.0,3.0,0.0,0.0,1,9,1.0,0.0,,8,37
264049,Make sure all text nodes in chat markdown are wrapped in elements,closed,True,2025-08-29 17:26:42,2025-09-06 04:39:36,2025-09-06 04:39:37,mjbvz,0.0,15,14,6,2,1,2,2.0,2.0,10051,,7.467291666666667,,3.0,1.0,0.0,1.472222222222222,5.0,,0.0,0.0,65,185,True,0.0,September 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,15,14,17.0,17.0,6.0,0.0,0.0,6,10051,6.0,0.0,8.0,12,35
264050,file changes list should propagate mouse events,closed,True,2025-08-29 17:28:26,2025-08-29 17:40:17,2025-08-29 17:40:18,rebornix,0.0,5,2,2,1,0,0,1.0,1.0,7,,0.008229166666666666,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,47,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,5,2,5.0,4.0,3.0,0.0,0.0,2,7,2.0,0.0,1.0,7,49
264054,restore footer css,closed,True,2025-08-29 17:34:12,2025-08-29 17:51:20,2025-08-29 17:51:21,joshspicer,0.0,4,0,1,1,0,0,1.0,1.0,4,,0.01189814814814815,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,18,397,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,4,0,2.0,1.0,1.0,0.0,0.0,1,4,1.0,0.0,0.0,3,51
264057,MSAL Redirect Funkiness,closed,True,2025-08-29 17:38:46,2025-08-29 18:47:17,2025-08-29 18:47:19,TylerLeonhardt,0.0,7,0,1,1,0,0,1.0,1.0,7,,0.04758101851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,23,374,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,7,0,3.0,1.0,1.0,0.0,0.0,1,7,1.0,0.0,1.0,3,56
264061,Allow rendering a theme icon with a chat model,closed,True,2025-08-29 18:24:18,2025-08-29 20:34:41,2025-08-29 20:34:42,lramos15,0.0,24,4,7,1,0,1,2.0,7.0,28,,0.09054398148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,46,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,7.0,,,24,4,18.0,11.0,11.0,0.0,0.0,7,28,7.0,0.0,1.0,9,49
264065,fix coding agent timeline border misposition,closed,True,2025-08-29 18:42:34,2025-08-29 19:07:09,2025-08-29 19:07:10,rebornix,0.0,1,0,1,1,0,0,1.0,1.0,1,,0.01707175925925926,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,44,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,0,2.0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,6,49
264068,rm when to improve command access,closed,True,2025-08-29 18:54:23,2025-08-29 19:08:10,2025-08-29 19:08:10,meganrogge,0.0,1,7,1,1,0,0,1.0,1.0,8,,0.009571759259259259,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,33,229,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,True,False,False,1.0,,,1,7,2.0,4.0,2.0,0.0,0.0,1,8,1.0,0.0,6.0,6,22
264073,fix toolConfirmation icon and completion status,closed,False,2025-08-29 19:31:57,2025-08-29 20:49:19,2025-08-29 20:49:20,rwoll,0.0,7,3,2,1,4,0,1.0,2.0,10,2025-08-29 20:22:59,0.05372685185185185,0.03543981481481481,2.0,2.0,0.0,2.0,0.0,,0.0,0.0,47,901,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,7,3,5.0,5.0,2.0,0.0,0.0,2,10,2.0,0.0,,6,115
264082,Chat Sessions contribution: remove `id` as required,closed,True,2025-08-29 20:59:20,2025-08-29 21:12:23,2025-08-29 21:12:24,joshspicer,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.0090625,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,51,498,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,7,54
264083,chat session 'getting started' tweaks,closed,True,2025-08-29 21:00:42,2025-08-29 22:40:56,2025-08-29 22:40:58,joshspicer,0.0,7,7,2,3,0,0,2.0,2.0,14,,0.06960648148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,37,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,7,7,7.0,7.0,4.0,0.0,0.0,2,14,2.0,0.0,0.0,5,49
264084,small thinking fixes on rendering,closed,True,2025-08-29 21:03:20,2025-08-29 21:15:55,2025-08-29 21:15:55,justschen,0.0,2,2,1,1,1,0,1.0,1.0,4,,0.008738425925925926,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,33,344,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,2,2,3.0,3.0,1.0,0.0,0.0,1,4,1.0,0.0,3.0,5,49
264088,Go all in on stdio and gate all the tools behind the launch tool,closed,True,2025-08-29 21:29:17,2025-08-29 21:41:02,2025-08-29 21:41:03,TylerLeonhardt,0.0,372,518,25,1,0,0,3.0,3.0,890,,0.008159722222222223,,1.0,1.0,0.0,1.472222222222222,25.0,,1.0,1.0,64,496,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,372,518,181.0,149.0,96.0,0.0,1.0,25,890,24.0,0.0,1.0,14,76
264089,Send a real ChatRequest to provideNewChatSessionItem,closed,True,2025-08-29 21:30:08,2025-08-29 21:59:57,2025-08-29 21:59:58,roblourens,0.0,69,44,9,2,0,0,1.0,7.0,113,,0.02070601851851852,,2.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,52,513,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,7.0,,,69,44,34.0,22.0,18.0,0.0,0.0,9,113,9.0,0.0,1.0,6,77
264099,Have the lifecycle dependent on the Page since we only support 1 window for now,closed,True,2025-08-29 22:55:37,2025-08-29 23:07:37,2025-08-29 23:07:37,TylerLeonhardt,0.0,6,2,2,1,0,0,1.0,2.0,8,,0.008333333333333333,,1.0,1.0,0.0,1.472222222222222,2.0,,0.0,0.0,79,498,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,6,2,5.0,4.0,3.0,0.0,0.0,2,8,2.0,0.0,1.0,15,73
264104,Fix disposal of chat session renderer,closed,True,2025-08-29 23:26:55,2025-08-30 00:34:55,2025-08-30 00:34:57,osortega,0.0,1,4,1,1,0,0,1.0,1.0,5,,0.04722222222222222,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,37,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,4,2.0,2.0,1.0,0.0,0.0,1,5,1.0,0.0,0.0,6,49
264105,properly set preferred title and truncate to 20 characters,closed,True,2025-08-29 23:27:20,2025-08-29 23:57:50,2025-08-29 23:57:51,joshspicer,0.0,11,4,1,1,0,0,1.0,1.0,15,,0.02118055555555556,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,58,399,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,11,4,7.0,5.0,3.0,0.0,0.0,1,15,1.0,0.0,0.0,9,51
264107,Chat sessions view experiment update,closed,True,2025-08-29 23:31:27,2025-08-29 23:58:19,2025-08-29 23:58:22,osortega,0.0,4,1,1,2,0,1,1.0,1.0,7,,0.01865740740740741,,3.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,36,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,4,1,2.0,2.0,1.0,0.0,0.0,1,7,1.0,0.0,0.0,5,49
264120,Don't show @ name on chat session requests,closed,True,2025-08-30 04:17:27,2025-08-30 05:48:04,2025-08-30 05:48:05,roblourens,0.0,6,3,3,1,0,0,1.0,2.0,9,,0.06292824074074074,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,42,357,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,6,3,7.0,6.0,4.0,0.0,0.0,3,9,3.0,0.0,1.0,8,51
264126,Windows: a border is forced around the window (fix #264125),closed,True,2025-08-30 05:56:55,2025-08-30 06:24:02,2025-08-30 06:24:02,bpasero,0.0,9,3,2,2,0,0,1.0,2.0,12,,0.01883101851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,59,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,9,3,7.0,4.0,5.0,0.0,0.0,2,12,2.0,0.0,1.0,10,49
264133,Git: Remove problematic ruler at 50 chars,closed,False,2025-08-30 06:47:26,2025-08-30 10:40:45,2025-09-01 18:30:27,walles,0.0,0,1,1,1,10,0,1.0,1.0,1,2025-08-30 10:40:45,0.162025462962963,0.162025462962963,,,,3.0,0.0,,0.0,1.0,41,1298,True,0.0,,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,0,1,1.0,2.0,1.0,0.0,0.0,1,1,1.0,0.0,0.0,7,208
264151,Fix type of shellIntegrationTimeout setting,closed,True,2025-08-30 11:23:13,2025-08-30 11:44:46,2025-08-30 11:44:47,Tyriar,0.0,4,14,1,1,0,0,1.0,1.0,18,,0.01496527777777778,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,43,361,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,4,14,2.0,2.0,1.0,0.0,0.0,1,18,1.0,0.0,10.0,5,52
264152,Revert handling of environment variables,closed,True,2025-08-30 11:30:04,2025-08-30 11:44:59,2025-08-30 11:45:00,Tyriar,0.0,3,113,2,1,0,0,1.0,2.0,116,,0.0103587962962963,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,40,419,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,3,113,5.0,8.0,2.0,0.0,0.0,2,116,2.0,0.0,10.0,5,59
264156,"chat - reduce use of ""Copilot"" in human facing strings",closed,True,2025-08-30 12:28:23,2025-08-30 12:40:01,2025-08-30 12:40:02,bpasero,0.0,56,65,9,1,0,0,1.0,6.0,121,,0.008078703703703704,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,54,296,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,6.0,,,56,65,54.0,56.0,40.0,0.0,0.0,9,121,9.0,0.0,1.0,10,47
264158,debt - some node.js module import :lipstick:,closed,True,2025-08-30 12:43:41,2025-08-31 16:09:43,2025-08-31 17:51:24,bpasero,0.0,15,15,7,1,0,0,1.0,3.0,30,,1.143078703703704,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,44,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,15,15,15.0,15.0,8.0,0.0,0.0,7,30,7.0,0.0,1.0,7,49
264162,docs: fix grammar in Development Container section,closed,True,2025-08-30 14:34:06,2025-09-02 18:55:44,2025-09-02 18:55:44,a-ariff,0.0,1,2,1,1,2,0,1.0,1.0,3,2025-08-30 14:36:37,3.181689814814815,0.001747685185185185,2.0,2.0,0.0,1.0,0.0,,1.0,0.0,50,464,True,1.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,True,False,1.0,,,1,2,2.0,3.0,2.0,0.0,0.0,1,3,1.0,0.0,0.0,7,66
264176,Fix agentIdSilent,closed,True,2025-08-30 19:39:29,2025-08-30 19:56:59,2025-08-30 19:57:00,roblourens,0.0,3,3,1,1,0,0,1.0,1.0,6,,0.01215277777777778,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,17,371,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,3,3,4.0,4.0,3.0,0.0,0.0,1,6,1.0,0.0,1.0,2,53
264179,Trigger relayout when chat editor becomeas active from background.,closed,True,2025-08-30 20:40:11,2025-08-30 21:23:35,2025-09-03 17:59:49,rebornix,0.0,6,0,1,1,0,0,1.0,1.0,6,,0.03013888888888889,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,66,560,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,6,0,4.0,1.0,3.0,0.0,0.0,1,6,1.0,0.0,1.0,9,80
264180,Fixes for tool invocations/confirmations to work better with external agents,closed,True,2025-08-30 21:06:08,2025-08-30 21:42:08,2025-08-30 21:42:09,roblourens,0.0,57,28,11,1,0,0,1.0,8.0,85,,0.025,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,76,357,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,8.0,,,57,28,43.0,34.0,25.0,0.0,0.0,11,85,11.0,0.0,1.0,10,51
264185,Add first session date handling to welcome page logic,closed,True,2025-08-31 01:37:27,2025-08-31 02:02:15,2025-08-31 02:02:16,bhavyaus,0.0,17,1,1,1,0,0,1.0,1.0,18,,0.01722222222222222,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,53,68,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,17,1,3.0,2.0,2.0,0.0,0.0,1,18,1.0,0.0,1.0,9,2
264197,Update walkthrough editor options to open Welcome page,closed,True,2025-08-31 05:27:27,2025-08-31 08:05:51,2025-08-31 08:05:52,bhavyaus,0.0,9,13,2,1,0,0,1.0,1.0,22,,0.11,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,54,59,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,9,13,4.0,7.0,5.0,0.0,0.0,2,22,2.0,0.0,1.0,8,8
264207,handle streaming thinking tokens,closed,True,2025-08-31 08:17:08,2025-09-01 07:34:08,2025-09-01 07:34:08,justschen,0.0,238,304,6,7,1,0,2.0,4.0,1911,,0.9701388888888889,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,32,430,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,238,304,42.0,36.0,20.0,0.0,1.0,6,1911,5.0,0.0,3.0,4,64
264219,win32(installer): Normalize PATH handling and fix uninstall filtering [needs testing],open,False,2025-08-31 13:11:13,,2025-09-22 07:10:17,yugook,0.0,55,15,1,3,1,0,1.0,1.0,94,2025-08-31 13:15:26,,0.002928240740740741,,,,1.0,0.0,,0.0,0.0,85,2224,True,0.0,,1.0,,,,unknown,,2.0,False,True,False,False,False,False,1.0,,,55,15,14.0,12.0,2.0,0.0,0.0,1,94,1.0,0.0,0.0,10,313
264220,"Warn about global auto approve, rename setting",closed,True,2025-08-31 13:11:23,2025-08-31 14:07:45,2025-08-31 14:07:46,Tyriar,0.0,97,25,7,3,0,0,1.0,6.0,136,,0.03914351851851852,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,46,302,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,6.0,,,97,25,39.0,31.0,27.0,0.0,0.0,7,136,7.0,0.0,10.0,7,56
264228,Fix localization for terminal.hoverHighlightBackground,open,False,2025-08-31 15:49:13,,2025-09-02 18:26:41,jmg-duarte,0.0,1,1,1,1,0,0,1.0,1.0,2,,,,,,,1.472222222222222,0.0,,0.0,0.0,54,253,True,0.0,,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,4,25
264230,Fix localization for terminal.initialHintForeground,open,False,2025-08-31 16:19:37,,2025-09-02 18:26:39,jmg-duarte,0.0,1,1,1,1,0,0,1.0,1.0,2,,,,,,,1.472222222222222,0.0,,0.0,0.0,51,19,True,0.0,,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,4,3
264236,Exclude a couple more file schemes from chat attachments,closed,True,2025-08-31 17:57:26,2025-08-31 18:09:12,2025-08-31 18:09:13,roblourens,0.0,11,4,3,1,0,0,1.0,3.0,15,,0.008171296296296296,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,56,436,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,11,4,9.0,7.0,6.0,0.0,0.0,3,15,3.0,0.0,1.0,9,64
264252,Use default session ID for ManageTodoListTool when none is provided,closed,True,2025-09-01 00:17:54,2025-09-01 00:41:54,2025-09-01 00:41:54,bhavyaus,0.0,6,8,1,1,0,0,1.0,1.0,14,,0.01666666666666667,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,67,56,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,6,8,3.0,3.0,2.0,0.0,0.0,1,14,1.0,0.0,1.0,10,2
264255,Eli/history,closed,True,2025-09-01 00:56:44,2025-09-01 02:27:51,2025-09-01 02:27:53,eli-w-king,0.0,443,43,8,17,0,0,2.0,5.0,77714,2025-09-01 02:14:27,0.06327546296296296,0.0539699074074074,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,11,223,True,1.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,5.0,,,443,43,41.0,28.0,24.0,0.0,0.0,8,77714,8.0,0.0,1.0,1,12
264284,chat - entitlements service cleanup,closed,True,2025-09-01 06:32:05,2025-09-01 07:37:55,2025-09-01 07:37:56,bpasero,0.0,82,97,7,5,0,0,1.0,5.0,201,,0.04571759259259259,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,35,53,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,5.0,,,82,97,40.0,40.0,25.0,0.0,0.0,7,201,7.0,0.0,1.0,5,2
264289,"Revert ""Warn about global auto approve, rename setting""",closed,True,2025-09-01 07:24:02,2025-09-01 07:38:41,2025-09-01 07:38:43,chrmarti,0.0,25,97,7,1,0,0,1.0,6.0,122,,0.01017361111111111,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,55,62,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,6.0,,,25,97,31.0,39.0,27.0,0.0,0.0,7,122,7.0,0.0,0.0,8,7
264292,handle thinking array case,closed,True,2025-09-01 07:49:58,2025-09-01 08:07:38,2025-09-01 08:07:38,justschen,0.0,13,18,1,1,1,0,1.0,1.0,31,,0.01226851851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,26,483,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,13,18,6.0,6.0,4.0,0.0,0.0,1,31,1.0,0.0,3.0,4,55
264296,splash - fix default 2nd sidebar visibility assumptions,closed,True,2025-09-01 08:13:50,2025-09-01 08:25:47,2025-09-01 08:25:48,bpasero,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.00829861111111111,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,55,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,8,49
264310,fix handling not included properties,closed,True,2025-09-01 09:29:00,2025-09-01 09:51:23,2025-09-01 09:51:24,sandy081,0.0,277,9,2,1,0,0,1.0,2.0,286,,0.01554398148148148,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,2.0,36,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,277,9,11.0,10.0,7.0,0.0,0.0,2,286,2.0,0.0,1.0,5,0
264319,run oss tool,closed,True,2025-09-01 11:00:06,2025-09-01 11:21:14,2025-09-01 11:21:15,sandy081,0.0,5,5,2,1,0,0,2.0,2.0,10,,0.01467592592592593,,1.0,1.0,0.0,1.472222222222222,0.0,,1.0,1.0,12,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,5,5,7.0,7.0,5.0,0.0,0.0,2,10,2.0,0.0,1.0,3,0
264331,chat - target the `chat.disableAIFeatures` setting when hiding/showing (fix #264330),closed,True,2025-09-01 13:29:35,2025-09-01 13:41:25,2025-09-01 13:41:26,bpasero,0.0,40,0,1,1,0,0,1.0,1.0,40,,0.008217592592592592,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,84,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,True,False,False,False,1.0,,,40,0,4.0,1.0,3.0,0.0,0.0,1,40,1.0,0.0,1.0,10,49
264333,Update distro hash,closed,True,2025-09-01 13:38:18,2025-09-01 13:58:47,2025-09-01 13:58:48,chrmarti,0.0,2,2,1,1,0,0,1.0,1.0,4,,0.01422453703703704,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,18,49,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,2,2,3.0,3.0,2.0,0.0,0.0,1,4,1.0,0.0,0.0,3,1
