number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
2954,closed,Add Vietnamese into messages.,dinhtrung,"Please merge to master branch.

Thanks
",2014-04-02 05:46:13+00:00,2014-04-02T21:48:11Z,2014-04-02T08:28:51Z,True,4,0,1,128,1,3,4,2014-04-02 08:28:51+00:00,29.0,39,False,False,False,False,False,False,1,4,235,129.0,128.0,1.0,1.0,1.0,2.0,4.0,2014-04-02T08:28:56Z,yii2
2958,closed,Refactor ActiveQuery instead ActiveRecordInterface,githubjeka,"Not work autocomplete for

``` php
class Sector extends \yii\db\ActiveRecord {
    public function getLengthPairings()
    {
         return $this
            ->hasMany(Piping::className(), ['sector_id' => 'id'])
            ->sum('length'); //here sum not autocomplete 
    }
}
```
",2014-04-02 09:01:29+00:00,2014-07-24T12:57:41Z,,False,3,0,1,2,2,1,3,2014-04-02 12:53:26+00:00,50.0,283,False,False,False,False,False,False,1,3,705,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2014-04-02T12:48:58Z,yii2
296,closed,"fixed range requests, tests improved",Ragazzo,"@cebe i've fixed some errors and made some improvements, also added tests.
Related with this issue https://github.com/yiisoft/yii2/issues/286.
",2013-05-16 13:51:37+00:00,2013-05-20T18:51:15Z,2013-05-20T17:39:55Z,True,14,0,1,35,7,2,14,2013-05-20 17:39:55+00:00,36.0,143,True,False,False,False,True,False,2,14,3047,42.0,35.0,7.0,1.0,1.0,5.0,14.0,2013-05-16T13:56:22Z,yii2
2960,closed,ActiveForm error: removed purification attribute brackets,rmrevin,"Because of these two lines of code do not appear in the error fields that represent arrays.

Example

``` php
$form->field($FormModel, 'name[en]')->textField();
$form->field($FormModel, 'name[de]')->textField();
$form->field($FormModel, 'name[ru]')->textField();
```
",2014-04-02 13:09:14+00:00,2014-04-04T00:38:18Z,,False,4,0,1,1,2,2,4,2014-04-04 00:38:18+00:00,57.0,267,False,False,False,False,False,False,2,4,842,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2014-04-02T14:05:57Z,yii2
2962,closed,add @method hasOne|hasMany declaration in yii\db\ActiveRecord. ,githubjeka,"resolves https://github.com/yiisoft/yii2/pull/2958
",2014-04-02 14:02:42+00:00,2014-04-02T14:47:25Z,2014-04-02T14:06:33Z,True,1,0,1,3,0,1,1,2014-04-02 14:06:33+00:00,63.0,51,False,False,False,False,False,False,1,1,9,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2014-04-02T14:06:36Z,yii2
2965,closed,Bower package manager instead of Packagist for jQuery,pmoust,"Relates to #2946

After issuing composer commands, Bower is now called to fetch jquery by invoking `bowerphp`
",2014-04-02 16:21:03+00:00,2014-06-30T10:08:07Z,,False,44,0,11,82,18263,66,30,2014-04-03 14:02:58+00:00,53.0,110,True,False,False,False,False,False,34,30,5837,18357.0,88.0,18269.0,1.0,11.0,5.0,30.0,2014-04-02T16:54:18Z,yii2
2966,closed,"Add ""nl"" to languages array",Jomaanro,"Dutch language code was missing, translation already exists.
",2014-04-02 21:41:21+00:00,2014-04-02T21:45:35Z,,False,1,0,1,1,1,1,1,2014-04-02 21:45:28+00:00,27.0,61,False,False,False,False,False,False,1,1,89,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2014-04-02T21:45:35Z,yii2
2972,closed, #2968 Fix queryScalar return type in case of NULL result,anfrantic,,2014-04-03 14:16:21+00:00,2014-07-02T00:23:59Z,,False,5,0,2,4,1,1,5,2014-04-08 00:09:19+00:00,57.0,0,False,False,False,False,False,False,2,5,461,7.0,5.0,2.0,2.0,2.0,4.0,5.0,2014-04-03T14:45:03Z,yii2
2974,closed,"RBAC: decoupled rules from assignments and items, implemented php manager",samdark,"See #499
",2014-04-04 00:41:37+00:00,2014-06-13T12:11:55Z,2014-04-04T19:42:29Z,True,4,12,7,721,197,20,16,2014-04-04 19:42:29+00:00,73.0,9,True,False,False,False,False,False,27,4,169,1066.0,795.0,271.0,1.0,7.0,3.0,4.0,2014-04-04T16:17:45Z,yii2
2975,closed,Add new guide upload-file,githubjeka,"Comments
- UploadedFile::getInstances($model, 'file'); sees only one file if not set `'file[]'`

``` php
<?= $form->field($model, 'file[]')->fileInput(['multiple' => '']) ?>
```
-  `$form->errorSummary(..)` not return all errors of file attribute, but only the last.
  So I had to invent.

``` php
if ($model->hasErrors()) {
    echo '<pre>';
    print_r($model->getErrors());
    echo '</pre>';
}
```

So it should be?
",2014-04-04 08:28:09+00:00,2014-06-12T08:04:21Z,2014-06-08T19:44:11Z,True,1,0,1,235,0,1,1,2014-06-08 19:44:11+00:00,25.0,420,False,False,False,False,False,False,0,1,35,235.0,235.0,0.0,1.0,1.0,1.0,1.0,2014-06-08T19:50:35Z,yii2
2976,closed,Fixed UrlManager rules caching,ashkarpetin,"Fixed UrlManager rules caching, variable which stores the cache key is overwritten in the loop below.
",2014-04-04 08:55:57+00:00,2014-07-01T12:22:02Z,2014-04-04T12:39:40Z,True,1,0,1,4,4,1,1,2014-04-04 12:39:40+00:00,30.0,102,False,False,False,False,False,False,1,1,30,8.0,4.0,4.0,1.0,1.0,1.0,1.0,2014-04-04T12:39:47Z,yii2
2977,closed,Add wait() to login test with wrong credentials to fix WebDriver test,PaulVanSchayck,"Based on earlier discussion in #2949, an extra `wait(3)` is necessary for the LoginCept acceptance test when running in WebDriver. This is because otherwise the the login request hasn't processed yet. 
",2014-04-04 10:21:44+00:00,2014-07-26T01:17:13Z,2014-04-10T12:00:32Z,True,9,0,1,3,0,1,9,2014-04-10 12:00:32+00:00,69.0,202,True,False,False,False,False,False,1,9,2395,3.0,3.0,0.0,1.0,1.0,4.0,9.0,2014-04-04T10:24:21Z,yii2
2979,closed,Fixes issue #2978 - JSON MIME type,lubosdz,"Please see #2978 for explanation.
",2014-04-04 11:59:38+00:00,2014-06-16T10:26:09Z,2014-04-04T12:01:05Z,True,4,2,3,8,2,2,6,2014-04-04 12:01:05+00:00,34.0,34,True,False,False,False,False,False,4,4,332,20.0,16.0,4.0,1.0,2.0,3.0,4.0,2014-04-04T12:01:15Z,yii2
2980,closed,"removed redundant whitespace, related to issue #2978",lubosdz,,2014-04-04 13:21:00+00:00,2014-06-23T21:14:03Z,2014-04-06T14:14:42Z,True,0,0,1,1,1,1,0,2014-04-06 14:14:42+00:00,52.0,0,True,False,False,False,False,False,1,0,0,2.0,1.0,1.0,1.0,1.0,,,,yii2
2981,closed,removed duplicated joins when using joinWith and via relations,cebe,"fixes #2650
",2014-04-04 13:35:22+00:00,2014-06-17T19:09:11Z,2014-04-04T13:44:44Z,True,1,0,1,17,0,2,1,2014-04-04 13:44:44+00:00,62.0,12,True,False,False,False,False,False,2,1,7,17.0,17.0,0.0,1.0,1.0,1.0,1.0,2014-04-04T13:44:49Z,yii2
2985,closed,add method current,sanchezzzhak,"examples 

current url post/list?sort=date

``` php
Url::current(['find'=>'toys']);         // /post/list?sort=date&find=toys
Url::current(['find=toys&price=2']);    // /post/list?sort=date&find=toys&price=2  
Url::current(['find=toys&price=2'],'sort'); // /post/list?find=toys&price=2
```
",2014-04-05 09:15:38+00:00,2014-04-05T11:24:36Z,,False,1,0,1,35,0,1,1,2014-04-05 10:40:30+00:00,18.0,290,False,False,False,False,False,False,1,1,55,35.0,35.0,0.0,1.0,1.0,1.0,1.0,2014-04-05T10:40:30Z,yii2
2987,closed,Add SyslogTarget,miramir,"Syslog это основной способ логирования в linux
",2014-04-05 17:17:22+00:00,2014-06-18T16:52:38Z,,False,2,2,3,68,0,1,4,2014-04-06 14:42:36+00:00,16.0,47,False,False,False,False,False,False,2,2,61,90.0,79.0,11.0,1.0,3.0,1.0,2.0,2014-04-06T03:18:18Z,yii2
2989,closed,Update console-migrate.md,tsvetann,"fixed documentation
",2014-04-05 19:10:07+00:00,2014-06-28T03:05:32Z,,False,0,0,1,1,1,1,0,2014-04-05 19:13:41+00:00,25.0,20,False,False,False,False,False,False,1,0,0,2.0,1.0,1.0,1.0,1.0,,,,yii2
299,closed,yiic => yii additional corrections,creocoder,,2013-05-16 21:20:06+00:00,2014-06-17T08:38:57Z,2013-05-16T21:23:10Z,True,1,0,1,177,177,10,1,2013-05-16 21:23:10+00:00,34.0,0,False,False,False,False,False,False,10,1,9,354.0,177.0,177.0,1.0,1.0,1.0,1.0,2013-05-16T21:23:14Z,yii2
2991,closed,use theming and path aliasing in twig template.,psssix,"include and extend use with alias and pathMap from theme.

P.S. now master up to date.
",2014-04-05 23:15:04+00:00,2014-04-05T23:47:24Z,,False,0,0,1,8,3,1,0,2014-04-05 23:47:24+00:00,47.0,87,False,False,False,False,False,False,1,0,0,11.0,8.0,3.0,1.0,1.0,,,,yii2
2992,closed,use theming and path aliasing in twig template.,psssix,"include and extend use with alias and pathMap from theme.

P.S. fix pull request
",2014-04-05 23:48:03+00:00,2014-07-15T09:28:03Z,,False,0,0,1,8,3,1,0,2014-04-06 00:09:52+00:00,47.0,81,False,False,False,False,False,False,1,0,0,11.0,8.0,3.0,1.0,1.0,,,,yii2
2993,closed,use theming and path aliasing in twig template.,psssix,"include and extend use with alias and pathMap from theme.

P.S.Please, approve my pull request :)
",2014-04-06 00:10:56+00:00,2014-07-15T09:27:56Z,,False,5,0,3,10,3,2,5,2014-04-18 22:13:26+00:00,47.0,98,False,False,False,False,False,False,3,5,217,51.0,29.0,22.0,2.0,3.0,3.0,5.0,2014-04-06T10:07:01Z,yii2
2994,closed,"corrected path normalizer, and simlifier",psssix,"for example. if we used path /home/projects/payprocessing.eve/accountant/views/site/../include/menu.html
and /home/projects/payprocessing.eve/accountant/views/site does not exist, but
/home/projects/payprocessing.eve/accountant/views/include/menu.html exist.
Unix doesn't find the file. Normalize them
",2014-04-06 00:44:48+00:00,2014-06-16T23:07:25Z,,False,10,0,1,16,1,1,10,2014-04-16 20:01:31+00:00,40.0,302,False,False,False,False,False,False,1,10,3278,17.0,16.0,1.0,1.0,1.0,4.0,10.0,2014-04-06T10:05:11Z,yii2
2995,closed,Update danish translation [skip_ci],theill11,"Added missing translation
",2014-04-06 08:58:06+00:00,2014-07-05T03:16:58Z,2014-04-06T10:02:15Z,True,1,0,2,1,0,1,1,2014-04-06 10:02:15+00:00,35.0,26,False,False,False,False,False,False,2,1,12,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2014-04-06T10:02:19Z,yii2
2996,closed,Update logging.md,hijarian,"Currently `Yii::$app->log` is not the `yii\log\Logger`, but the `yii\log\Dispatcher`. Logger is transient component used indirectly and separately by the dispatcher and helper methods for logging.
",2014-04-06 10:04:32+00:00,2014-07-05T11:35:55Z,2014-04-07T14:09:29Z,True,1,0,1,2,3,1,1,2014-04-07 14:09:29+00:00,17.0,197,False,False,False,False,False,False,1,1,9,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2014-04-07T14:09:33Z,yii2
2998,closed,Add SyslogTarget,miramir,"syslog is the main way of logging in linux.
",2014-04-06 14:59:09+00:00,2014-06-16T10:59:20Z,,False,9,0,1,68,0,1,9,2014-04-08 21:46:36+00:00,16.0,44,False,False,False,False,False,False,0,9,412,68.0,68.0,0.0,1.0,1.0,4.0,9.0,2014-04-06T15:38:52Z,yii2
300,closed,Rename yiic to yii. Fixes #113,rinatio,"Additional fixes for yiic renaming
",2013-05-16 22:35:27+00:00,2014-06-17T04:40:14Z,2013-05-16T23:52:38Z,True,1,0,1,27,32,8,1,2013-05-16 23:52:38+00:00,30.0,35,False,False,False,False,False,False,8,1,9,59.0,27.0,32.0,1.0,1.0,1.0,1.0,2013-05-16T23:52:42Z,yii2
3000,closed,add twig theming info to changelog,psssix,"add theming for twig
",2014-04-06 18:15:46+00:00,2014-04-06T18:56:19Z,,False,2,0,1,1,0,1,2,2014-04-06 18:56:03+00:00,34.0,21,False,False,False,False,False,False,1,2,94,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2014-04-06T18:56:03Z,yii2
3001,closed,Clarify new usage of yii\web\View::render(),hiltonjanfield,"One paragraph description and one code snippet to clarify usage of yii\web\View::render() in a view context, as using echo is a significant change from partial view usage in Yii 1.1.
",2014-04-06 20:23:11+00:00,2014-07-12T21:51:02Z,2014-04-06T20:24:23Z,True,1,0,1,7,0,1,1,2014-04-06 20:24:23+00:00,43.0,183,False,False,False,False,False,False,1,1,9,7.0,7.0,0.0,1.0,1.0,1.0,1.0,2014-04-06T20:24:29Z,yii2
3003,closed,Refactored AR find to fix #2999,samdark,"#2999
",2014-04-07 06:09:23+00:00,2014-06-13T10:55:13Z,2014-04-07T20:33:37Z,True,0,1,5,474,393,45,1,2014-04-07 20:33:37+00:00,31.0,6,True,False,False,False,False,False,62,0,0,1318.0,743.0,575.0,2.0,5.0,,,,yii2
301,closed,View begin content docs,rinatio,"Added `.php` extension in View::beginContent docs
",2013-05-16 22:48:07+00:00,2014-06-28T02:34:15Z,2013-05-17T00:09:43Z,True,3,0,2,2,2,1,3,2013-05-17 00:09:43+00:00,23.0,50,True,False,False,False,False,False,110,3,83,10163.0,7849.0,2314.0,1.0,2.0,3.0,3.0,2013-05-17T00:10:01Z,yii2
3019,closed,Wrong placeholder in translation,vuhrmeister,,2014-04-07 21:03:52+00:00,2014-07-09T06:41:54Z,2014-04-07T23:54:00Z,True,1,0,1,1,1,1,1,2014-04-07 23:54:00+00:00,32.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2014-04-07T23:54:04Z,yii2
3021,closed,Authorization auth guide fix,zelenin,"RBAC not working without $name with more than one rule.
",2014-04-07 21:31:42+00:00,2014-06-17T17:05:16Z,2014-04-07T23:46:45Z,True,1,0,1,15,13,1,1,2014-04-07 23:46:45+00:00,28.0,56,False,False,False,False,False,False,1,1,9,28.0,15.0,13.0,1.0,1.0,1.0,1.0,2014-04-07T23:46:49Z,yii2
3026,closed,Fixed typo in phpDoc for findAll function,robregonm,,2014-04-08 10:56:44+00:00,2014-07-21T14:27:58Z,2014-04-08T11:11:00Z,True,9,0,1,1,1,1,9,2014-04-08 11:11:00+00:00,41.0,0,False,False,False,False,False,False,1,9,709,2.0,1.0,1.0,1.0,1.0,3.0,9.0,2014-04-08T11:11:09Z,yii2
3027,closed,addSelect method for Query,alex-code,"I had some scopes that needed to add to the select part of the query but this meant having to write out a merge every time.
Added a new `addSelect` method to make it simpler for scopes to add columns to select.
",2014-04-08 11:17:06+00:00,2014-07-01T15:08:09Z,2014-04-08T12:35:34Z,True,1,0,3,26,0,3,1,2014-04-08 12:35:34+00:00,26.0,211,True,False,False,False,False,False,3,1,9,26.0,26.0,0.0,1.0,3.0,1.0,1.0,2014-04-08T12:35:40Z,yii2
3028,closed,Update IdentityInterface.php,marsuboss,"Add the function findIdentityByAccessToken in example.
",2014-04-08 11:50:49+00:00,2014-07-11T10:18:22Z,,False,1,0,1,5,0,1,1,2014-04-08 12:02:11+00:00,28.0,55,False,False,False,False,False,False,1,1,9,5.0,5.0,0.0,1.0,1.0,1.0,1.0,2014-04-08T12:02:23Z,yii2
3032,closed,Update basics.md [skip ci],arisk,,2014-04-09 04:15:10+00:00,2014-06-30T16:47:35Z,2014-04-09T16:19:02Z,True,2,2,2,16,22,1,4,2014-04-09 16:19:02+00:00,26.0,0,False,False,False,False,False,False,2,2,56,44.0,19.0,25.0,1.0,2.0,2.0,2.0,2014-04-09T08:17:36Z,yii2
3038,closed,Implement ActiveForm and ActiveField,mikehaertl,"See issue #3029.
",2014-04-09 12:27:18+00:00,2014-06-13T07:05:04Z,2014-04-11T23:28:35Z,True,1,16,1,421,0,3,17,2014-04-11 23:28:35+00:00,36.0,17,False,False,False,False,False,False,1,1,9,421.0,421.0,0.0,1.0,1.0,1.0,1.0,2014-04-11T23:28:40Z,yii2
3040,closed,Update model.md,MetalGuardian,,2014-04-09 12:50:16+00:00,2014-07-14T03:41:41Z,2014-04-09T12:54:57Z,True,1,0,1,1,1,1,1,2014-04-09 12:54:57+00:00,15.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2014-04-09T12:55:03Z,yii2
3041,closed,Update module-debug.md,MetalGuardian,,2014-04-09 13:29:32+00:00,2014-07-07T09:57:27Z,2014-04-09T13:31:03Z,True,1,0,1,1,1,1,1,2014-04-09 13:31:03+00:00,22.0,0,False,True,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2014-04-09T13:31:08Z,yii2
3049,closed,Add ODBC support to yii\db\Connection,resurtm,"Forwardport of https://github.com/yiisoft/yii/pull/3325 and https://github.com/yiisoft/yii/issues/132.

/cc @nineinchnick
",2014-04-10 08:56:13+00:00,2014-06-17T01:27:28Z,2014-04-10T13:53:18Z,True,1,2,1,46,12,3,3,2014-04-10 13:53:18+00:00,37.0,122,False,False,False,False,False,False,3,1,19,58.0,46.0,12.0,1.0,1.0,1.0,1.0,2014-04-10T13:53:25Z,yii2
3051,closed,Update finnish translation,janisto,,2014-04-10 11:12:25+00:00,2014-07-07T20:55:51Z,2014-04-10T12:01:12Z,True,1,0,1,14,13,1,1,2014-04-10 12:01:12+00:00,26.0,0,False,False,False,False,False,False,1,1,9,27.0,14.0,13.0,1.0,1.0,1.0,1.0,2014-04-10T12:01:17Z,yii2
3058,closed,Update authorization.md,armab,"RBAC Rule small fix
",2014-04-10 17:27:21+00:00,2014-07-12T08:45:10Z,2014-04-10T17:36:29Z,True,1,0,1,1,0,1,1,2014-04-10 17:36:29+00:00,23.0,20,False,False,False,False,False,False,1,1,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2014-04-10T17:36:32Z,yii2
3060,closed,Bulgarian translation,avladev,,2014-04-11 07:52:26+00:00,2014-07-05T11:36:05Z,2014-04-11T08:05:01Z,True,1,0,1,107,1,2,1,2014-04-11 08:05:01+00:00,21.0,0,False,False,False,False,False,False,1,1,9,108.0,107.0,1.0,1.0,1.0,1.0,1.0,2014-04-11T08:05:12Z,yii2
3061,closed,add guide about filtering and sorting related columns,cebe,"fixes #1581 
fixes #3013
fixes #1185
",2014-04-11 09:40:26+00:00,2014-06-20T10:28:55Z,2014-04-11T11:57:53Z,True,1,1,3,49,8,2,2,2014-04-11 11:57:53+00:00,53.0,37,False,False,False,False,False,False,3,1,48,57.0,49.0,8.0,1.0,3.0,1.0,1.0,2014-04-11T11:57:49Z,yii2
3074,closed,#3073 added Hungarian translation,pappfer,"Added Hungarian translation of Yii messages.
",2014-04-12 17:58:37+00:00,2014-06-28T01:01:57Z,2014-04-13T12:32:17Z,True,4,1,2,110,3,3,5,2014-04-13 12:32:17+00:00,33.0,45,False,False,False,False,False,False,2,4,368,155.0,131.0,24.0,1.0,2.0,3.0,4.0,2014-04-12T18:06:34Z,yii2
3076,closed,Turned off codeception logging because sometimes it causes build failures,samdark,"See https://github.com/Codeception/Codeception/issues/11#issuecomment-40296521
",2014-04-13 10:03:17+00:00,2014-08-01T09:28:53Z,,False,8,0,1,5,5,5,8,2014-04-16 09:12:43+00:00,73.0,79,False,False,False,False,False,False,5,8,683,10.0,5.0,5.0,1.0,1.0,3.0,8.0,2014-04-13T11:56:49Z,yii2
3079,closed,resolve path alias for FileHelper::findFiles(),schmunk42,"Shouldn't all framework file functions be aware of aliases?
Maybe needed in more places.
",2014-04-13 14:25:56+00:00,2014-08-12T22:18:09Z,,False,9,0,1,1,0,1,9,2014-04-16 00:31:05+00:00,46.0,89,False,False,False,False,False,False,1,9,1671,1.0,1.0,0.0,1.0,1.0,4.0,9.0,2014-04-13T14:57:41Z,yii2
308,closed,pages -> pagination,gonimar,,2013-05-18 16:07:24+00:00,2013-05-18T16:08:47Z,2013-05-18T16:08:41Z,True,1,0,1,1,1,1,1,2013-05-18 16:08:41+00:00,19.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2013-05-18T16:08:47Z,yii2
3080,closed,Update apps-advanced.md,castea-webdev,"just a type correction and suggestion on adding a comma and one word (ie 'by') to make it more easily to be understood.
",2014-04-13 21:41:36+00:00,2014-06-16T23:54:18Z,2014-04-13T21:46:37Z,True,2,0,1,2,2,1,2,2014-04-13 21:46:37+00:00,23.0,120,False,False,False,False,False,False,1,2,28,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2014-04-13T21:46:50Z,yii2
3084,closed,Some fixes for #3074 Hungarian translation,pappfer,"I corrected some spelling mistakes and fixed some phrases.
",2014-04-14 08:19:11+00:00,2014-07-11T10:18:26Z,2014-04-14T08:20:44Z,True,1,0,1,9,9,1,1,2014-04-14 08:20:44+00:00,42.0,59,False,False,False,False,False,False,1,1,9,18.0,9.0,9.0,1.0,1.0,1.0,1.0,2014-04-14T08:20:50Z,yii2
3085,closed,small typos changes,plusodinminus,,2014-04-14 08:40:58+00:00,2014-04-14T08:45:47Z,2014-04-14T08:45:38Z,True,1,0,1,2,2,1,1,2014-04-14 08:45:38+00:00,19.0,0,False,False,False,False,False,False,1,1,9,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2014-04-14T08:45:47Z,yii2
3086,closed,"Refactor UrlManager, bootstrap Gii to add its own routes.",hiltonjanfield,"These changes refactor UrlManager to allow Gii and other modules to add routes to UrlManager during the bootstrap process, after the main app has been initialized.

Also sets up Gii to add routes to UrlManager if bootstrapped. This saves users from having to manually add extra routes to their config file to get Gii to work when custom routes are set in their apps.
",2014-04-14 08:55:41+00:00,2014-04-14T09:22:09Z,,False,1,0,6,138,76,5,1,2014-04-14 09:22:09+00:00,57.0,367,False,False,False,False,False,False,6,1,124,216.0,139.0,77.0,1.0,6.0,1.0,1.0,2014-04-14T09:22:09Z,yii2
3088,closed,"Refactor UrlManager, bootstrap Gii to add its own routes.",hiltonjanfield,"This change refactors UrlManager::compileRules() to expose two public functions to allow modules to create and add their own routes. The intent is for Gii to auto-register routes, however the functions should also be useful for other modules.

This change also adjusts Gii to use BootstrapInterface to automatically register routes to ensure it can be accessed with pretty URLs, no matter what routes are defined in the app config.
",2014-04-14 10:18:45+00:00,2014-06-14T00:38:33Z,,False,5,0,8,86,31,5,5,2014-04-18 00:43:50+00:00,57.0,432,False,False,False,False,False,False,8,5,3585,123.0,89.0,34.0,1.0,8.0,2.0,5.0,2014-04-14T12:27:09Z,yii2
309,closed,"#72 Improve the ""asset"" command Iteration 2",klimov-paul,"#72 Improve the ""asset"" command Iteration 2:

""yii\console\controllers\AssetController"" has been updated:
- assetManager has been converted into virtual property
- bundle dependency load has been fixed
",2013-05-18 18:39:08+00:00,2014-06-12T10:16:10Z,2013-05-22T17:28:58Z,True,4,20,8,98,27,2,24,2013-05-22 17:28:58+00:00,43.0,202,True,False,False,False,False,False,19,4,246,16518.0,13642.0,2876.0,1.0,8.0,2.0,4.0,2013-05-19T12:47:13Z,yii2
3096,closed,Added yii\bootstrap\ButtonDropdown::iconOptions to customize button icon,jom,,2014-04-14 21:49:26+00:00,2015-04-20T15:08:37Z,,False,9,0,1,11,3,2,9,2015-04-20 15:08:37+00:00,72.0,0,False,False,False,False,False,False,2,9,1086,14.0,11.0,3.0,1.0,1.0,6.0,9.0,2014-04-15T11:41:10Z,yii2
3097,closed,updated appd-advanced.md,faeron,"added predefined path aliases of advanced yii application template
",2014-04-14 23:18:56+00:00,2014-07-19T06:42:09Z,2014-04-15T00:03:34Z,True,1,0,1,14,0,1,1,2014-04-15 00:03:34+00:00,24.0,67,False,False,False,False,False,False,1,1,9,14.0,14.0,0.0,1.0,1.0,1.0,1.0,2014-04-15T00:03:42Z,yii2
3099,closed,Update ActiveRelationTrait.php,thiagotalma,,2014-04-15 04:33:48+00:00,2014-04-15T14:05:37Z,2014-04-15T12:17:43Z,True,3,0,1,1,1,1,3,2014-04-15 12:17:43+00:00,30.0,0,False,False,False,False,False,False,1,3,215,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2014-04-15T10:01:17Z,yii2
3102,closed,Update gii guide.,githubjeka,"fix https://github.com/yiisoft/yii2/issues/951
",2014-04-15 08:13:47+00:00,2014-07-16T14:16:01Z,2014-04-15T09:59:21Z,True,1,0,2,88,4,2,1,2014-04-15 09:59:21+00:00,17.0,47,False,False,False,False,False,False,2,1,12,92.0,88.0,4.0,2.0,2.0,1.0,1.0,2014-04-15T09:59:30Z,yii2
3103,closed,Hide debug toolbar when media = print,githubjeka,"fix https://github.com/yiisoft/yii2/issues/3050
",2014-04-15 08:47:29+00:00,2014-06-24T08:32:24Z,2014-04-15T09:55:19Z,True,1,0,1,2,2,1,1,2014-04-15 09:55:20+00:00,37.0,48,False,True,False,False,False,False,1,1,9,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2014-04-15T09:55:31Z,yii2
3105,closed,Update model.md,githubjeka,"Add `whenClient` description
closes #3043
",2014-04-15 09:17:38+00:00,2014-06-29T11:21:27Z,2014-04-15T09:54:49Z,True,1,0,2,17,0,1,1,2014-04-15 09:54:49+00:00,15.0,42,False,False,False,False,False,False,2,1,9,19.0,18.0,1.0,1.0,2.0,1.0,1.0,2014-04-15T09:54:56Z,yii2
3110,closed,Implement new RBAC PhpManager,tof06,"This is a new implementation of PhpManager for the new RBAC API.
Should fix #3075 
",2014-04-15 14:14:41+00:00,2014-07-22T09:41:23Z,2014-04-15T17:32:33Z,True,3,0,1,703,0,3,3,2014-04-15 17:32:33+00:00,29.0,83,True,False,False,False,False,False,1,3,473,703.0,703.0,0.0,1.0,1.0,3.0,3.0,2014-04-15T17:32:28Z,yii2
3112,closed,Add switching link to text on current button LinkPager.php,ShNURoK42,"https://github.com/yiisoft/yii2/issues/3111
",2014-04-15 18:36:47+00:00,2014-04-15T19:13:42Z,,False,0,0,1,7,0,1,0,2014-04-15 19:13:42+00:00,58.0,44,False,False,False,False,False,False,1,0,0,7.0,7.0,0.0,1.0,1.0,,,,yii2
3114,closed,Update ActiveQuery.php,thiagotalma,"PHPDoc comment does not match function or method signature
Update PHPDoc Comment

Adjust code standard
",2014-04-15 22:58:43+00:00,2014-07-12T21:51:02Z,2014-04-15T23:35:52Z,True,1,0,1,3,1,1,1,2014-04-15 23:35:52+00:00,22.0,103,False,False,False,False,False,False,1,1,9,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2014-04-15T23:35:48Z,yii2
3122,closed,Add yii\bootstrap\ActiveForm to the bootstrap guide,mikehaertl,,2014-04-16 08:59:52+00:00,2020-08-08T06:55:56Z,2014-04-16T09:07:53Z,True,1,0,1,2,1,1,1,2014-04-16 09:07:53+00:00,51.0,0,False,False,False,False,False,False,1,1,12,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2014-04-16T09:07:58Z,yii2
3123,closed,Update apps-advanced.md,it3rmit,"I have tried `yii migrate` command under Unix (Ubuntu) and it didn't work. The migration have been made properly using `php yii migrate`. I am not sure about Windows command...
",2014-04-16 10:03:05+00:00,2014-04-17T09:28:22Z,,False,16,0,1,1,1,1,16,2014-04-16 21:17:25+00:00,23.0,177,False,False,False,False,False,False,1,16,1630,2.0,1.0,1.0,1.0,1.0,6.0,16.0,2014-04-16T11:29:59Z,yii2
3130,closed,"BaseManager::defaultRoles a list of role names, must be in_array search",evgen-d,,2014-04-16 13:08:29+00:00,2014-04-16T13:10:48Z,,False,1,0,1,2,2,2,1,2014-04-16 13:10:48+00:00,71.0,0,False,False,False,False,False,False,2,1,32,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2014-04-16T13:10:48Z,yii2
