pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,additions,deletions,changed_files,commits,comments,review_comments,file_types_count,directories_count,total_changes,first_review_at,time_to_close_days,response_time_days,review_count,approval_count,change_request_count,reviewer_count,test_files_count,test_changes,doc_files_count,config_files_count,title_length,description_length,has_description,label_count,milestone,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,assignees_count,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_changed,files_added,files_deleted,files_changed,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
162753,[WIP] LocalTensor,open,False,2025-09-11 20:58:16,,2025-09-20 08:34:41,ezyang,0.0,1935,44,16,7,1,17,2.0,10.0,93902,2025-09-11 21:33:08,,0.02421296296296296,15.0,0.0,0.0,5.0,5.0,,0.0,0.0,17,245,True,3.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,10.0,,,1935,44,51.0,41.0,34.0,3.0,0.0,16,93902,13.0,0.0,110.0,2,25
162754,[scan] create fw and bw graphs via partitioning,open,False,2025-09-11 21:02:22,,2025-09-23 22:49:59,ydwu4,0.0,710,387,4,7,1,6,1.0,4.0,27537,2025-09-19 12:24:17,,7.640219907407407,7.0,1.0,0.0,2.0,1.0,,0.0,0.0,47,338,True,6.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,4.0,,,710,387,55.0,54.0,20.0,1.0,0.0,4,27537,5.0,0.0,1.0,8,37
162757,[inductor] partially type torch/_inductor/codegen/multi_kernel.py,open,False,2025-09-11 21:13:07,,2025-09-14 17:36:56,pianpwk,0.0,46,36,1,1,3,2,1.0,1.0,82,2025-09-12 16:31:36,,0.8045023148148148,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,65,271,True,5.0,,False,,,,unknown,,0,False,False,False,False,False,False,1.0,,,46,36,33.0,30.0,20.0,0.0,0.0,1,82,1.0,0.0,4.0,4,27
162758,[ROCm] fix hardsigmoid op,closed,False,2025-09-11 21:17:42,2025-09-12 15:07:17,2025-09-12 15:08:21,dnikolaev-amd,0.0,2,7,2,2,5,0,2.0,2.0,15,2025-09-11 21:19:39,0.7427662037037037,0.001354166666666667,2.0,2.0,0.0,3.0,1.0,,0.0,0.0,25,264,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,2,7,4.0,4.0,2.0,0.0,0.0,2,15,2.0,0.0,1.0,4,34
162759,[Inductor] Fix ComboKernels failing due to missing helper functions,closed,False,2025-09-11 21:21:26,2025-09-12 20:01:09,2025-09-12 20:02:14,karthickai,0.0,27,0,2,2,5,0,1.0,2.0,151,2025-09-11 21:34:15,0.9442476851851852,0.008900462962962962,2.0,2.0,0.0,4.0,1.0,,0.0,0.0,67,413,True,5.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,2.0,,,27,0,5.0,2.0,3.0,0.0,0.0,2,151,2.0,0.0,0.0,9,34
162760,[DCP] Decrease checkpoint background process Gloo pg init timeout,closed,False,2025-09-11 21:36:34,2025-09-13 01:50:44,2025-09-13 01:51:46,kevinmtang,0.0,4,1,1,1,13,0,1.0,1.0,5,2025-09-12 03:19:45,1.17650462962963,0.2383217592592592,1.0,1.0,0.0,4.0,0.0,,0.0,0.0,65,451,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,4,1,3.0,2.0,2.0,0.0,0.0,1,5,1.0,0.0,,9,66
162761,Fix windows path escape characters,closed,False,2025-09-11 22:26:34,2025-09-17 23:39:43,2025-09-17 23:40:46,ghostspiders,0.0,4,3,2,3,9,0,1.0,2.0,23598,2025-09-11 22:27:47,6.050798611111111,0.0008449074074074074,5.0,4.0,1.0,4.0,0.0,,0.0,0.0,34,270,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,4,3,6.0,5.0,4.0,0.0,0.0,2,23598,2.0,0.0,0.0,5,28
162763,fix high=0 bug in nll_loss test,closed,False,2025-09-11 23:05:20,2025-09-12 21:48:20,2025-09-12 21:49:23,haifeng-jin,0.0,2,1,1,2,3,1,1.0,1.0,5,2025-09-12 12:55:41,0.9465277777777777,0.5766319444444444,2.0,1.0,0.0,2.0,1.0,,0.0,0.0,31,601,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,2,1,2.0,2.0,1.0,0.0,0.0,1,5,1.0,0.0,0.0,6,103
162764,fix cpp extension distributed warning spew,closed,False,2025-09-11 23:08:52,2025-09-12 06:12:49,2025-09-12 15:21:25,msaroufim,0.0,9,4,1,7,4,0,1.0,1.0,447,2025-09-12 03:12:05,0.2944097222222222,0.168900462962963,2.0,2.0,0.0,4.0,0.0,,0.0,0.0,42,2724,True,3.0,,False,,,,unknown,,0,False,True,False,True,False,False,1.0,,,9,4,2.0,2.0,2.0,0.0,0.0,1,447,1.0,0.0,7.0,6,260
162765,[mxfp8 torch._scaled_grouped_mm] fix meta registration for 3d tensor,closed,False,2025-09-11 23:16:26,2025-09-12 03:51:54,2025-09-12 03:52:57,danielvegamyhre,0.0,5,5,1,1,4,0,1.0,1.0,10,2025-09-11 23:16:47,0.1912962962962963,0.0002430555555555555,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,68,430,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,5,5,4.0,4.0,1.0,0.0,0.0,1,10,1.0,0.0,0.0,8,48
162766,[ROCm][CI] unskip some test_memory_format tests,closed,False,2025-09-11 23:18:43,2025-09-12 15:02:45,2025-09-12 15:03:48,pragupta,0.0,8,29,2,2,5,0,1.0,2.0,37,2025-09-11 23:31:05,0.6555787037037037,0.008587962962962962,1.0,1.0,0.0,3.0,2.0,,0.0,0.0,47,206,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,8,29,5.0,17.0,14.0,0.0,0.0,2,37,2.0,0.0,1.0,5,26
162767,[flatbuffer] Fix compile error due to discarded result,closed,False,2025-09-11 23:22:52,2025-09-13 20:24:46,2025-09-13 20:25:48,pulsejet,0.0,2,1,1,1,10,6,1.0,1.0,3,2025-09-12 16:21:45,1.876319444444444,0.7075578703703703,6.0,1.0,0.0,4.0,0.0,,0.0,0.0,54,747,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,2,1,2.0,2.0,1.0,0.0,0.0,1,3,1.0,0.0,0.0,8,77
162768,[dynamo] Implement iter with a polyfill,open,False,2025-09-11 23:23:14,,2025-09-23 23:54:09,rtimpe,0.0,138,35,12,3,1,9,3.0,3.0,175,2025-09-23 20:40:52,,11.88724537037037,5.0,0.0,1.0,2.0,5.0,,0.0,0.0,39,872,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,3.0,,,138,35,38.0,25.0,25.0,0.0,2.0,12,175,10.0,0.0,0.0,6,125
162770,[c10d] destroy_process_group() works without default group created,open,False,2025-09-11 23:30:48,,2025-09-21 03:00:36,kwen2501,0.0,96,60,3,8,2,4,1.0,2.0,344,2025-09-12 02:57:24,,0.1434722222222222,4.0,0.0,0.0,2.0,2.0,,0.0,0.0,66,259,True,4.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,2.0,,,96,60,31.0,32.0,7.0,0.0,0.0,3,344,3.0,0.0,4.0,7,32
162771,[ONNX] Support enable_gqa when dropout is non-zero,closed,False,2025-09-11 23:43:01,2025-09-12 04:01:00,2025-09-12 04:02:02,titaiwangms,0.0,94,0,2,2,3,0,1.0,2.0,108,2025-09-12 00:16:47,0.1791550925925926,0.02344907407407407,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,50,75,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,94,0,5.0,2.0,3.0,0.0,0.0,2,108,2.0,0.0,1.0,7,5
162772,Fix boxcox to return same result for same input in one batch,closed,False,2025-09-11 23:43:22,2025-09-22 02:33:30,2025-09-22 02:33:31,Yuhta,0.0,22,12,1,1,16,0,1.0,1.0,34,2025-09-12 19:15:17,10.11814814814815,0.8138310185185185,2.0,1.0,1.0,4.0,0.0,,0.0,0.0,60,295,True,8.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,22,12,4.0,4.0,2.0,0.0,0.0,1,34,1.0,0.0,0.0,12,46
162773,Add basic tests for torch.distributed.tensor._utils.compute_global_tensor_info,closed,False,2025-09-11 23:51:56,2025-09-15 19:45:30,2025-09-15 19:45:30,swolchok,0.0,55,1,1,1,3,0,1.0,1.0,56,2025-09-12 03:03:29,3.828865740740741,0.1330208333333333,1.0,1.0,0.0,2.0,1.0,,0.0,0.0,78,305,True,2.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,1.0,,,55,1,6.0,2.0,2.0,0.0,0.0,1,56,1.0,0.0,130.0,5,42
162774,Fix cpp build,open,False,2025-09-11 23:58:33,,2025-09-25 16:40:18,svekars,0.0,45,3,3,21,7,1,3.0,3.0,196,2025-09-16 19:49:14,,4.826863425925926,3.0,2.0,0.0,6.0,0.0,,0.0,1.0,13,20,True,4.0,,False,,,,unknown,,0,False,True,False,False,False,False,3.0,,,45,3,7.0,6.0,4.0,0.0,0.0,3,196,3.0,0.0,0.0,3,2
162775,[DONT MERGE] Cold start experiments,open,False,2025-09-12 00:01:31,,2025-09-14 03:14:49,anijain2305,0.0,533,20,5,3,2,0,1.0,4.0,730,,,,,,,3.04663840096911,0.0,,0.0,0.0,35,286,True,2.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,4.0,,,533,20,26.0,13.0,20.0,1.0,0.0,5,730,4.0,0.0,5.0,5,29
162776,[MPS] Fix conv layout handling,open,False,2025-09-12 00:08:11,,2025-09-25 13:19:24,malfet,0.0,87,87,7,16,1,2,4.0,4.0,62261,2025-09-13 17:34:50,,1.726840277777778,3.0,1.0,0.0,2.0,4.0,,0.0,0.0,30,1984,True,7.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,True,4.0,,,87,87,41.0,43.0,30.0,0.0,0.0,7,62261,7.0,0.0,169.0,5,198
162777,[pcache] Cache and AsyncCache implementations,closed,False,2025-09-12 00:21:23,2025-09-16 04:07:16,2025-09-16 04:24:07,nmacchioni,0.0,627,0,2,1,30,68,1.0,2.0,627,2025-09-12 17:46:46,4.156863425925926,0.7259606481481482,30.0,1.0,0.0,5.0,1.0,,0.0,0.0,45,2409,True,7.0,,True,,,,unknown,,0,False,False,False,False,False,False,2.0,,,627,0,4.0,2.0,2.0,2.0,0.0,2,627,0.0,0.0,3.0,5,329
162778,Fix the regression issue caused by non-arrch64 platforms not hitting the MKLDNN path.,closed,True,2025-09-12 00:25:22,2025-09-17 00:21:10,2025-09-17 00:21:10,pytorchbot,0.0,4,6,1,1,1,0,1.0,1.0,10,2025-09-17 00:21:02,4.997083333333333,4.996990740740741,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,85,125,True,2.0,,False,,,,unknown,,0,False,True,False,False,False,False,1.0,,,4,6,3.0,5.0,4.0,0.0,0.0,1,10,1.0,0.0,1.0,13,22
162779,fix(mps): Handle non-contiguous tensors in linear op for v2.8.0,closed,False,2025-09-12 00:29:11,2025-09-12 22:36:02,2025-09-12 22:36:02,AnandAyush11,0.0,3,1,1,2,3,0,1.0,1.0,12,2025-09-12 22:36:02,0.9214236111111112,0.9214236111111112,,,,1.0,0.0,,0.0,0.0,63,444,True,2.0,,True,,,1.0,blocked,0.0,0,False,True,False,False,False,False,1.0,,,3,1,2.0,2.0,1.0,0.0,0.0,1,12,1.0,0.0,0.0,9,64
162781,[inductor][heuristics] add kernel template params,closed,False,2025-09-12 00:36:19,2025-09-18 02:15:45,2025-09-18 02:16:48,coconutruben,0.0,70,21,4,4,10,6,1.0,2.0,21119,2025-09-12 21:38:55,6.069050925925926,0.8768055555555555,6.0,1.0,1.0,3.0,0.0,,0.0,0.0,49,663,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,70,21,19.0,18.0,12.0,1.0,0.0,4,21119,3.0,0.0,0.0,5,86
162784,Port shared_ptr optimization in std::shared_ptr to intrusive_ptr,closed,False,2025-09-12 01:36:42,2025-09-13 21:01:04,2025-09-14 06:15:30,mcfi,0.0,48,16,1,1,20,10,1.0,1.0,64,2025-09-12 17:49:31,1.808587962962963,0.6755671296296296,11.0,1.0,0.0,5.0,0.0,,0.0,0.0,64,307,True,5.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,48,16,3.0,3.0,1.0,0.0,0.0,1,64,1.0,0.0,0.0,7,33
162785,[FSDP][Replicate] tests replicate synchronization after optimizer states,closed,False,2025-09-12 01:46:52,2025-09-18 04:47:12,2025-09-18 04:48:16,anshul-si,0.0,50,0,1,3,3,0,1.0,1.0,18112,2025-09-12 21:31:52,6.125231481481482,0.8229166666666666,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,72,678,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,50,0,2.0,1.0,1.0,0.0,0.0,1,18112,1.0,0.0,0.0,7,93
162787,[ROCm] Enable test_fixed_striding,closed,False,2025-09-12 03:39:36,2025-09-15 20:23:47,2025-09-15 20:24:51,jagadish-amd,0.0,6,8,1,2,5,3,1.0,1.0,20,2025-09-12 15:24:47,3.697349537037037,0.4897106481481481,5.0,2.0,0.0,4.0,1.0,,0.0,0.0,33,390,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,6,8,5.0,7.0,4.0,0.0,0.0,1,20,1.0,0.0,0.0,3,39
162788,Fix rebind_unbacked in torch.fx.experimental.symbolic_shapes,closed,False,2025-09-12 05:00:05,2025-09-14 17:07:18,2025-09-14 17:08:21,ColsonZhang,0.0,1,1,1,1,4,0,1.0,1.0,2,2025-09-14 14:21:39,2.505011574074074,2.389976851851852,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,60,958,True,6.0,,True,,,,unknown,,0,False,True,False,False,True,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,4,83
162789,draft multi-kernel nn,open,False,2025-09-12 05:53:27,,2025-09-13 01:06:51,pianpwk,0.0,105,25,3,2,2,0,1.0,2.0,140,,,,,,,3.04663840096911,1.0,,0.0,0.0,21,223,True,2.0,,False,,,,unknown,,0,False,True,False,False,False,False,2.0,,,105,25,23.0,15.0,14.0,0.0,0.0,3,140,3.0,0.0,4.0,3,21
162791,To use cuSparseTl,closed,False,2025-09-12 06:14:58,2025-09-12 06:19:11,2025-09-12 06:19:11,chaochen1111,0.0,24,0,1,1,4,0,1.0,1.0,24,,0.002928240740740741,,,,,3.04663840096911,0.0,,0.0,0.0,17,68,True,2.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,24,0,2.0,1.0,1.0,0.0,0.0,1,24,1.0,0.0,0.0,3,8
162794,[async_tp] Support mm+rs with scatter_dim matmul K by sharding B,closed,False,2025-09-12 07:52:32,2025-09-25 12:18:42,2025-09-25 12:19:46,IvanKobzarev,0.0,49,5,4,6,10,0,1.0,4.0,59088,2025-09-12 16:26:08,13.18483796296296,0.3566666666666667,1.0,1.0,0.0,3.0,2.0,,0.0,0.0,64,766,True,8.0,,False,,,1.0,unstable,0.0,0,False,True,False,False,False,False,4.0,,,49,5,13.0,9.0,8.0,0.0,0.0,4,59088,4.0,0.0,33.0,10,98
162795,[inductor] optimize welford reduction for smaller reduction sizes,open,False,2025-09-12 09:00:59,,2025-09-19 12:23:02,jiayisunx,0.0,167,77,3,8,1,0,2.0,3.0,22512,,,,,,,3.04663840096911,1.0,,0.0,0.0,65,7575,True,5.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,3.0,,,167,77,37.0,30.0,22.0,0.0,0.0,3,22512,3.0,0.0,4.0,8,523
162796,[Easy][AMP] Refactor the AMP logic for getting dtype,closed,False,2025-09-12 09:40:02,2025-09-21 06:32:38,2025-09-21 06:33:42,FFFrog,0.0,2,5,1,3,3,0,1.0,1.0,15,2025-09-21 03:10:29,8.869861111111112,8.729479166666666,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,52,164,True,5.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,True,1.0,,,2,5,3.0,4.0,3.0,0.0,0.0,1,15,1.0,0.0,3.0,8,18
162799,[AOTI] raise PyTorchStreamWriter open failed error code on windows,closed,False,2025-09-12 11:17:50,2025-09-13 01:41:18,2025-09-13 01:42:51,xuhancn,0.0,30,12,1,4,6,3,1.0,1.0,50,2025-09-12 11:43:43,0.5996296296296296,0.01797453703703704,4.0,1.0,0.0,4.0,0.0,,0.0,0.0,66,1023,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,30,12,5.0,4.0,2.0,0.0,0.0,1,50,1.0,0.0,2.0,9,128
162803,"Revert ""[ROCm][CI] skip test_max_autotune until resolved (#162496)""",open,False,2025-09-12 13:02:51,,2025-09-22 15:34:17,jataylo,0.0,0,1,1,1,8,0,1.0,1.0,1,2025-09-15 09:02:27,,2.833055555555556,,,,2.0,1.0,,0.0,0.0,67,216,True,8.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,0,1,1.0,2.0,1.0,0.0,0.0,1,1,1.0,0.0,3.0,7,20
162804,Update torch-xpu-ops commit pin,closed,False,2025-09-12 13:22:28,2025-09-16 06:30:52,2025-09-16 06:31:56,CuiYifeng,0.0,1,1,1,1,10,0,1.0,1.0,2,2025-09-12 14:26:14,3.714166666666667,0.04428240740740741,1.0,1.0,0.0,4.0,0.0,,1.0,0.0,31,461,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,4,39
162806,"Claude loves making these files in top level, ignore them for sanity.",closed,False,2025-09-12 13:51:54,2025-09-13 04:59:03,2025-09-13 05:00:06,ezyang,0.0,2,0,1,2,3,0,0.0,1.0,6,2025-09-12 14:50:17,0.6299652777777778,0.04054398148148148,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,69,150,True,3.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,2,0,2.0,1.0,1.0,0.0,0.0,1,6,1.0,0.0,110.0,12,13
162807,Expunge use of filesystem header from distributed,closed,False,2025-09-12 13:53:03,2025-09-14 15:51:58,2025-09-14 15:51:59,ezyang,0.0,99,18,7,2,8,5,2.0,3.0,121,2025-09-12 14:11:22,2.082581018518519,0.01271990740740741,4.0,0.0,0.0,4.0,0.0,,0.0,0.0,49,628,True,2.0,,False,,,1.0,unstable,0.0,0,False,True,False,False,False,False,3.0,,,99,18,20.0,19.0,13.0,2.0,0.0,7,121,5.0,0.0,110.0,7,82
162808,[BE] Preserve caller source location in the error message,closed,False,2025-09-12 14:23:17,2025-09-15 13:29:47,2025-09-15 13:30:52,albanD,0.0,5,5,2,3,10,0,2.0,1.0,18,2025-09-12 14:25:47,2.962847222222222,0.001736111111111111,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,57,1260,True,6.0,,True,,,,unknown,,0,False,True,False,False,True,False,1.0,,,5,5,5.0,5.0,3.0,0.0,0.0,2,18,2.0,0.0,46.0,9,148
162809,[FakeTensor] Make view_copy meta copy-if-needed to match eager,open,False,2025-09-12 14:45:58,,2025-09-23 16:35:57,YufengShi-dudu,0.0,6,3,1,1,5,0,1.0,1.0,9,2025-09-15 11:45:55,,2.874965277777778,,,,1.0,0.0,,0.0,0.0,62,759,True,5.0,,True,,,1.0,blocked,1.0,0,False,True,False,False,False,False,1.0,,,6,3,4.0,4.0,1.0,0.0,0.0,1,9,1.0,0.0,0.0,8,93
162810,Remove .ci/aarch64_linux folder,open,False,2025-09-12 14:48:10,,2025-09-24 12:42:44,robert-hardwick,0.0,0,1508,6,6,2,0,3.0,1.0,47022,,,,,,,3.04663840096911,0.0,,1.0,0.0,31,114,True,1.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,1.0,,,0,1508,6.0,12.0,6.0,0.0,6.0,6,47022,0.0,0.0,0.0,3,13
162811,[ROCm][SymmMem] re-enable UTs,closed,False,2025-09-12 14:49:23,2025-09-16 15:35:49,2025-09-16 15:36:45,pragupta,0.0,123,38,3,4,3,0,1.0,2.0,235,2025-09-16 12:42:36,4.03224537037037,3.911956018518519,1.0,1.0,0.0,2.0,3.0,,0.0,0.0,29,1576,True,8.0,,True,,,,unknown,,0,False,True,True,False,False,False,2.0,,,123,38,36.0,35.0,29.0,0.0,0.0,3,235,3.0,0.0,1.0,3,221
162814,[BE] [Inductor] Update NoValidChoicesError logic,closed,False,2025-09-12 15:05:48,2025-09-13 00:45:52,2025-09-13 00:46:55,njriasan,0.0,7,4,1,1,6,0,1.0,1.0,11,2025-09-12 17:20:31,0.4028240740740741,0.09355324074074074,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,48,424,True,8.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,7,4,5.0,5.0,2.0,0.0,0.0,1,11,1.0,0.0,1.0,5,50
162815,Support setting grad_dtype on leaf tensors,open,False,2025-09-12 15:07:28,,2025-09-22 23:28:58,soulitzer,0.0,390,18,13,8,3,7,4.0,6.0,674,2025-09-13 17:06:10,,1.082430555555556,4.0,0.0,0.0,2.0,2.0,,0.0,0.0,42,1085,True,4.0,,False,,,1.0,unstable,1.0,0,False,False,False,False,False,False,6.0,,,390,18,43.0,28.0,23.0,0.0,0.0,13,674,14.0,0.0,52.0,6,157
162818,compile_kernel: POC cpp outer template support,closed,False,2025-09-12 15:24:22,2025-09-13 05:06:00,2025-09-15 15:59:21,msaroufim,0.0,351,4,4,14,3,0,1.0,2.0,2256,2025-09-13 05:05:55,0.5705787037037037,0.5705208333333334,,,,1.0,1.0,,0.0,0.0,46,1004,True,1.0,,False,,,,unknown,,0,False,False,False,False,False,False,2.0,,,351,4,15.0,8.0,5.0,1.0,0.0,4,2256,3.0,0.0,7.0,6,142
162819,Fix typo in ONNX export error message,closed,False,2025-09-12 15:44:19,2025-09-12 16:34:53,2025-09-12 16:35:56,justinchuby,0.0,1,1,1,1,3,0,1.0,1.0,2,2025-09-12 16:16:35,0.03511574074074074,0.02240740740740741,2.0,2.0,0.0,4.0,0.0,,0.0,0.0,37,40,True,5.0,,False,,,,unknown,,1,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,8.0,7,6
162821,[triton] Update 3.5 pin to 5ae38bdb0dc066c5823e34dc9797afb9de42c866,closed,False,2025-09-12 16:33:19,2025-09-12 18:34:25,2025-09-12 18:36:19,davidberard98,0.0,2,4,2,1,3,0,2.0,2.0,6,2025-09-12 18:31:41,0.08409722222222223,0.08219907407407408,1.0,1.0,0.0,2.0,0.0,,1.0,1.0,67,353,True,5.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,2.0,,,2,4,4.0,4.0,2.0,0.0,0.0,2,6,2.0,0.0,11.0,6,35
162823,Fix pipeline parallelism not correctly initializing backwards stages when evaluating before training.,closed,False,2025-09-12 17:04:17,2025-09-25 15:13:23,2025-09-25 15:14:27,BlueCrescent,0.0,103,46,2,4,19,2,1.0,2.0,179,2025-09-12 17:07:01,12.92298611111111,0.001898148148148148,5.0,2.0,1.0,6.0,1.0,,0.0,0.0,101,598,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,103,46,15.0,14.0,10.0,0.0,0.0,2,179,2.0,0.0,0.0,12,76
162825,[nativert] fix rocm usage for cmake build,open,False,2025-09-12 17:37:57,,2025-09-24 17:29:56,dolpm,0.0,7,5,3,1,7,4,1.0,2.0,12,2025-09-12 18:20:13,,0.02935185185185185,4.0,0.0,0.0,3.0,2.0,,0.0,0.0,41,116,True,3.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,7,5,7.0,7.0,3.0,0.0,0.0,3,12,3.0,0.0,0.0,7,10
162826,[OpenReg] Fix the docs of Accelerator Intergration,closed,False,2025-09-12 17:41:38,2025-09-12 23:53:22,2025-09-12 23:54:26,FFFrog,0.0,6,12,3,2,3,0,2.0,2.0,22,2025-09-12 20:50:54,0.2581481481481481,0.1314351851851852,1.0,1.0,0.0,3.0,1.0,,2.0,0.0,50,219,True,4.0,,False,,,1.0,clean,0.0,0,False,True,False,False,True,False,2.0,,,6,12,9.0,11.0,7.0,0.0,0.0,3,22,3.0,0.0,3.0,7,32
162827,"[ROCm] enable aoti tests, forward fix 162353",closed,False,2025-09-12 17:51:16,2025-09-12 20:05:54,2025-09-12 20:06:57,jeffdaily,0.0,5,3,3,1,6,4,2.0,2.0,8,2025-09-12 18:03:59,0.09349537037037037,0.00883101851851852,6.0,2.0,0.0,4.0,2.0,,2.0,0.0,44,175,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,5,3,6.0,6.0,3.0,0.0,0.0,3,8,3.0,0.0,37.0,7,21
162828,[DCP] Add timeout for checkpoint background process join,closed,False,2025-09-12 17:57:15,2025-09-16 02:32:54,2025-09-16 02:33:59,kevinmtang,0.0,10,3,1,1,4,1,1.0,1.0,13,2025-09-12 20:53:38,3.358090277777778,0.1224884259259259,2.0,1.0,0.0,3.0,0.0,,0.0,0.0,56,433,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,10,3,2.0,2.0,1.0,0.0,0.0,1,13,1.0,0.0,,8,63
162829,[Optimus] Skip dynamic shape for mutate_cat_pass,open,False,2025-09-12 18:26:11,,2025-09-17 18:43:23,mengluy0125,0.0,11,0,1,1,4,0,1.0,1.0,11,2025-09-12 18:35:57,,0.006782407407407407,2.0,2.0,0.0,3.0,0.0,,0.0,0.0,48,526,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,11,0,4.0,1.0,3.0,0.0,0.0,1,11,1.0,0.0,3.0,6,58
162830,[FSDP][Replicate] tests replicate parity with activation checkpointing,open,False,2025-09-12 18:29:12,,2025-09-18 01:07:38,anshul-si,0.0,134,0,1,4,1,0,1.0,1.0,18198,,,,1.0,1.0,0.0,3.04663840096911,1.0,,0.0,0.0,70,740,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,134,0,4.0,1.0,2.0,0.0,0.0,1,18198,1.0,0.0,0.0,7,99
162834,[BE] Add Documentation for Device APIs,closed,False,2025-09-12 18:47:27,2025-09-16 17:01:09,2025-09-16 17:02:13,jiannanWang,0.0,6,4,6,2,7,1,2.0,3.0,12,2025-09-12 18:59:03,3.926180555555555,0.008055555555555555,2.0,1.0,0.0,2.0,0.0,,3.0,0.0,38,99,True,4.0,,True,,,,unknown,,0,False,True,False,False,True,False,3.0,,,6,4,12.0,7.0,7.0,0.0,0.0,6,12,6.0,0.0,0.0,6,13
162836,[FSDP][Replicate] tests replicate parity for shared parameters,open,False,2025-09-12 19:07:00,,2025-09-18 01:03:51,anshul-si,0.0,56,0,1,5,1,0,1.0,1.0,18154,,,,1.0,1.0,0.0,3.04663840096911,1.0,,0.0,0.0,62,327,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,56,0,2.0,1.0,1.0,0.0,0.0,1,18154,1.0,0.0,0.0,7,48
162839,[FSDP][Replicate] tests replicate gradient accumulation and 1f1b microbatching,open,False,2025-09-12 19:24:22,,2025-09-18 01:04:01,anshul-si,0.0,236,0,1,5,1,0,1.0,1.0,18322,,,,2.0,0.0,0.0,3.04663840096911,1.0,,0.0,0.0,78,914,True,3.0,,False,,,1.0,clean,1.0,0,False,False,False,False,False,False,1.0,,,236,0,5.0,1.0,3.0,0.0,0.0,1,18322,1.0,0.0,0.0,8,116
